         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:190(_check_zipfile)
        2    0.000    0.000    0.000    0.000 zipfile.py:198(is_zipfile)
        5    0.000    0.000    0.000    0.000 zipfile.py:214(_EndRecData64)
        5    0.000    0.000    0.000    0.000 zipfile.py:257(_EndRecData)
       21    0.000    0.000    0.000    0.000 zipfile.py:344(__init__)
       21    0.000    0.000    0.000    0.000 zipfile.py:461(_decodeExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
        9    0.000    0.000    0.000    0.000 zipfile.py:684(_check_compression)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        9    0.000    0.000    0.001    0.000 zipfile.py:1218(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1308(__enter__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1311(__exit__)
        3    0.000    0.000    0.001    0.000 zipfile.py:1328(_RealGetContents)
        3    0.000    0.000    0.000    0.000 zipfile.py:1408(<listcomp>)
        3    0.000    0.000    0.000    0.000 zipfile.py:1406(namelist)
        8    0.000    0.000    0.000    0.000 zipfile.py:1437(getinfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:1478(open)
        9    0.000    0.000    0.000    0.000 zipfile.py:1819(__del__)
       10    0.000    0.000    0.000    0.000 zipfile.py:1823(close)
        3    0.000    0.000    0.000    0.000 zipfile.py:1949(_fpclose)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1956(PyZipFile)
       14    0.000    0.000    0.000    0.000 zipfile.py:2130(_parents)
       44    0.000    0.000    0.000    0.000 zipfile.py:2149(_ancestry)
        2    0.000    0.000    0.000    0.000 zipfile.py:2175(_difference)
       18    0.000    0.000    0.000    0.000 zipfile.py:2192(<genexpr>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2189(_implied_dirs)
        2    0.000    0.000    0.000    0.000 zipfile.py:2195(namelist)
        1    0.000    0.000    0.000    0.000 zipfile.py:2199(_name_set)
        2    0.000    0.000    0.000    0.000 zipfile.py:2202(resolve_dir)
       10    0.000    0.000    0.001    0.000 zipfile.py:2212(make)
        1    0.000    0.000    0.000    0.000 zipfile.py:2183(CompleteDirs)
        3    0.000    0.000    0.000    0.000 zipfile.py:2238(namelist)
        2    0.000    0.000    0.000    0.000 zipfile.py:2244(_name_set)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
       10    0.000    0.000    0.001    0.000 zipfile.py:2318(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2322(open)
        1    0.000    0.000    0.000    0.000 zipfile.py:2330(read_text)
        2    0.000    0.000    0.000    0.000 zipfile.py:2341(_next)
        2    0.000    0.000    0.000    0.000 zipfile.py:2365(joinpath)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ftplib.py:57(Error)
        1    0.000    0.000    0.000    0.000 ftplib.py:58(error_reply)
        1    0.000    0.000    0.000    0.000 ftplib.py:59(error_temp)
        1    0.000    0.000    0.000    0.000 ftplib.py:60(error_perm)
        1    0.000    0.000    0.000    0.000 ftplib.py:61(error_proto)
        1    0.000    0.000    0.000    0.000 ftplib.py:74(FTP)
        1    0.000    0.000    0.000    0.000 ftplib.py:679(FTP_TLS)
        1    0.000    0.000    0.000    0.000 ftplib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:3(<module>)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
      200    0.000    0.000    0.001    0.000 typing.py:120(_type_check)
        5    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
       55    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
      147    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
       34    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
       36    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       35    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
  188/169    0.000    0.000    0.003    0.000 typing.py:255(inner)
        6    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        9    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
       10    0.000    0.000    0.000    0.000 typing.py:307(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:320(__init__)
      202    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
      182    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
      109    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
    54/35    0.000    0.000    0.001    0.000 typing.py:347(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
       22    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
       20    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
     1017    0.000    0.000    0.000    0.000 typing.py:646(_is_dunder)
      376    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      139    0.000    0.000    0.002    0.000 typing.py:659(__init__)
       85    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
       34    0.000    0.000    0.001    0.000 typing.py:677(__getitem__)
       58    0.000    0.000    0.001    0.000 typing.py:689(copy_with)
        3    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
      7/6    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
      169    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
  403/235    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
     1017    0.001    0.000    0.001    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
       47    0.000    0.000    0.001    0.000 typing.py:802(__getitem__)
       48    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
       24    0.000    0.000    0.001    0.000 typing.py:818(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
       12    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       14    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        4    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.000    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
