# Jupiter zonal wind from Cassini
# Credit: Porco et al., Science 299, 1541-1547 (2003)
# Planetocentric latitudes, u (m/s), uncertainty (m/s)
-9.6	 50.0	 11.9
-9.5	 51.8	 12.2
-9.4	 53.9	 10.9
-9.3	 57.2	 11.7
-9.2	 59.5	 11.1
-9.1	 61.7	 10.5
-9	 63.8	 10.3
-8.9	 65.8	 10.0
-8.8	 67.9	 9.8
-8.7	 70.4	 8.8
-8.6	 72.9	 8.5
-8.5	 75.0	 8.1
-8.4	 78.0	 6.5
-8.3	 80.5	 6.0
-8.2	 83.3	 5.9
-8.1	 86.4	 6.2
-8	 89.9	 6.2
-7.9	 93.5	 6.5
-7.8	 96.8	 7.7
-7.7	 100.7	 8.7
-7.6	 104.2	 8.6
-7.5	 107.3	 7.5
-7.4	 111.0	 7.2
-7.3	 114.4	 6.9
-7.2	 118.0	 7.2
-7.1	 121.4	 6.2
-7	 124.7	 5.9
-6.9	 128.1	 6.4
-6.8	 130.1	 5.9
-6.7	 131.8	 5.9
-6.6	 132.9	 5.9
-6.5	 134.6	 6.3
-6.4	 135.5	 6.6
-6.3	 136.4	 7.0
-6.2	 136.9	 6.5
-6.1	 136.7	 6.0
-6	 136.2	 5.8
-5.9	 135.6	 5.9
-5.8	 135.4	 5.9
-5.7	 135.0	 5.5
-5.6	 134.6	 5.2
-5.5	 133.7	 5.7
-5.4	 132.7	 5.6
-5.3	 131.4	 6.4
-5.2	 130.0	 6.4
-5.1	 128.2	 6.1
-5	 126.2	 6.4
-4.9	 124.0	 7.1
-4.8	 121.5	 7.5
-4.7	 118.1	 8.3
-4.6	 115.5	 8.8
-4.5	 113.3	 8.6
-4.4	 111.5	 8.5
-4.3	 109.3	 9.1
-4.2	 106.3	 9.8
-4.1	 103.5	 10.6
-4	 101.7	 10.2
-3.9	 100.6	 9.6
-3.8	 98.5	 9.1
-3.7	 96.7	 8.7
-3.6	 96.6	 10.0
-3.5	 95.4	 8.4
-3.4	 93.5	 5.6
-3.3	 91.9	 4.8
-3.2	 90.7	 4.1
-3.1	 89.5	 4.0
-3	 88.2	 4.5
-2.9	 86.3	 3.9
-2.8	 85.2	 4.6
-2.7	 83.2	 3.3
-2.6	 82.8	 3.5
-2.5	 82.2	 3.2
-2.4	 81.1	 3.0
-2.3	 80.3	 3.0
-2.2	 79.4	 2.9
-2.1	 78.5	 3.4
-2	 77.6	 3.6
-1.9	 76.8	 3.1
-1.8	 76.4	 3.4
-1.7	 75.7	 3.3
-1.6	 75.4	 3.7
-1.5	 74.7	 3.9
-1.4	 73.9	 3.9
-1.3	 73.7	 3.4
-1.2	 73.7	 3.2
-1.1	 73.7	 3.2
-1	 73.0	 3.3
-0.9	 72.5	 3.2
-0.8	 72.2	 3.5
-0.7	 72.3	 3.2
-0.6	 72.4	 3.1
-0.5	 72.2	 2.9
-0.4	 71.9	 2.7
-0.3	 71.8	 2.9
-0.2	 72.1	 2.9
-0.1	 72.2	 3.4
0	 72.5	 3.6
0.1	 72.1	 3.7
0.2	 72.1	 3.7
0.3	 72.4	 4.1
0.4	 72.4	 4.9
0.5	 72.6	 5.0
0.6	 72.4	 5.0
0.7	 73.0	 4.8
0.8	 73.7	 4.2
0.9	 74.1	 3.9
1	 74.6	 3.8
1.1	 74.8	 3.6
1.2	 75.2	 3.9
1.3	 75.5	 4.7
1.4	 75.5	 4.6
1.5	 76.1	 5.0
1.6	 76.5	 4.6
1.7	 76.8	 4.7
1.8	 76.9	 4.5
1.9	 77.0	 4.3
2	 77.0	 4.4
2.1	 77.8	 4.2
2.2	 78.6	 4.2
2.3	 79.8	 4.2
2.4	 80.9	 3.8
2.5	 81.5	 4.2
2.6	 82.6	 4.7
2.7	 82.6	 5.2
2.8	 83.2	 6.0
2.9	 86.3	 10.4
3	 85.9	 6.3
3.1	 86.8	 5.9
3.2	 87.5	 5.0
3.3	 88.0	 4.8
3.4	 88.5	 4.7
3.5	 88.8	 5.0
3.6	 89.5	 4.9
3.7	 90.5	 5.3
3.8	 90.7	 6.0
3.9	 91.5	 7.0
4	 92.6	 7.3
4.1	 93.6	 7.7
4.2	 95.6	 8.3
4.3	 96.9	 9.4
4.4	 97.1	 9.2
4.5	 97.0	 8.9
4.6	 98.1	 9.1
4.7	 99.6	 8.7
4.8	 100.4	 9.5
4.9	 101.4	 10.7
5	 102.7	 11.7
5.1	 103.8	 13.0
5.2	 104.4	 14.3
5.3	 106.6	 15.1
5.4	 109.1	 15.3
5.5	 110.2	 15.4
