      27      70656.8      23.8346      0.00000      21.3151
      28      70596.9      23.8857      0.00000      21.2694
      29      70535.2      23.9383      0.00000      21.2227
      30      70471.9      23.9922      0.00000      21.1750
      31      70407.0      24.0474      0.00000      21.1264
      32      70340.5      24.1038      0.00000      21.0770
      33      70272.5      24.1614      0.00000      21.0268
      34      70203.2      24.2201      0.00000      20.9758
      35      70132.4      24.2798      0.00000      20.9242
      36      70060.4      24.3406      0.00000      20.8720
      37      69987.2      24.4022      0.00000      20.8192
      38      69912.8      24.4647      0.00000      20.7660
      39      69837.4      24.5280      0.00000      20.7124
      40      69761.0      24.5920      0.00000      20.6585
      41      69683.6      24.6566      0.00000      20.6044
      42      69605.5      24.7218      0.00000      20.5501
      43      69526.6      24.7875      0.00000      20.4956
      44      69447.0      24.8535      0.00000      20.4412
      45      69366.9      24.9199      0.00000      20.3867
      46      69286.3      24.9865      0.00000      20.3324
      47      69205.4      25.0532      0.00000      20.2782
      48      69124.2      25.1200      0.00000      20.2243
      49      69042.8      25.1868      0.00000      20.1707
      50      68961.3      25.2534      0.00000      20.1175
      51      68879.8      25.3199      0.00000      20.0646
      52      68798.5      25.3861      0.00000      20.0123
      53      68717.4      25.4519      0.00000      19.9606
      54      68636.6      25.5172      0.00000      19.9095
      55      68556.4      25.5820      0.00000      19.8591
      56      68476.6      25.6461      0.00000      19.8094
      57      68397.6      25.7095      0.00000      19.7606
      58      68319.3      25.7721      0.00000      19.7126
      59      68241.9      25.8338      0.00000      19.6655
      60      68165.6      25.8945      0.00000      19.6194
      61      68090.3      25.9541      0.00000      19.5744
      62      68016.4      26.0125      0.00000      19.5304
      63      67943.7      26.0697      0.00000      19.4876
      64      67872.5      26.1255      0.00000      19.4459
      65      67802.9      26.1800      0.00000      19.4055
      66      67735.0      26.2329      0.00000      19.3663
      67      67668.9      26.2844      0.00000      19.3284
      68      67604.7      26.3341      0.00000      19.2919
      69      67542.5      26.3822      0.00000      19.2567
      70      67482.4      26.4285      0.00000      19.2230
      71      67424.5      26.4729      0.00000      19.1907
      72      67369.0      26.5155      0.00000      19.1599
      73      67315.9      26.5561      0.00000      19.1306
      74      67265.2      26.5947      0.00000      19.1029
      75      67217.1      26.6312      0.00000      19.0767
      76      67171.8      26.6656      0.00000      19.0521
      77      67129.2      26.6978      0.00000      19.0291
      78      67089.4      26.7279      0.00000      19.0077
      79      67052.5      26.7556      0.00000      18.9880
      80      67018.6      26.7811      0.00000      18.9699
      81      66987.7      26.8043      0.00000      18.9535
      82      66959.9      26.8251      0.00000      18.9388
      83      66935.3      26.8435      0.00000      18.9258
      84      66913.9      26.8595      0.00000      18.9145
      85      66895.7      26.8731      0.00000      18.9050
      86      66880.7      26.8842      0.00000      18.8971
      87      66869.0      26.8929      0.00000      18.8910
      88      66860.7      26.8991      0.00000      18.8867
      89      66855.7      26.9029      0.00000      18.8840
      90      66854.0      26.9041      0.00000      18.8832
