# LAT    LCM    MU    RAD    ERROR    NU
40.50 163.74 47.10 1.42248e-08 7.11238e-10 1112.15000
41.50 163.74 48.12 1.40997e-08 7.04983e-10 1112.15000
42.50 163.74 49.12 1.38860e-08 6.94302e-10 1112.15000
43.50 163.74 50.13 1.39433e-08 6.97167e-10 1112.15000
44.50 163.74 51.12 1.41901e-08 7.09505e-10 1112.15000
45.50 163.74 52.12 1.41854e-08 7.09271e-10 1112.15000
46.50 163.74 53.11 1.40707e-08 7.03535e-10 1112.15000
47.50 163.74 54.09 1.40255e-08 7.01273e-10 1112.15000
48.50 163.74 55.07 1.39663e-08 6.98313e-10 1112.15000
49.50 163.74 56.04 1.37739e-08 6.88693e-10 1112.15000
50.50 163.74 57.02 1.34929e-08 6.74643e-10 1112.15000
51.50 163.74 57.98 1.32126e-08 6.60631e-10 1112.15000
52.50 163.74 58.94 1.30948e-08 6.54742e-10 1112.15000
53.50 163.74 59.90 1.31250e-08 6.56250e-10 1112.15000
54.50 163.74 60.86 1.30765e-08 6.53824e-10 1112.15000
55.50 163.74 61.81 1.28059e-08 6.40294e-10 1112.15000
56.50 163.74 62.75 1.24592e-08 6.22958e-10 1112.15000
57.50 163.74 63.69 1.21744e-08 6.08722e-10 1112.15000
58.50 163.74 64.63 1.18593e-08 5.92965e-10 1112.15000
59.50 163.74 65.57 1.15323e-08 5.76617e-10 1112.15000
60.50 163.74 66.50 1.11849e-08 5.59246e-10 1112.15000
61.50 163.74 67.42 1.09253e-08 5.46267e-10 1112.15000
62.50 163.74 68.35 1.07060e-08 5.35298e-10 1112.15000
63.50 163.74 69.27 1.04628e-08 5.23140e-10 1112.15000
64.50 163.74 70.19 1.01253e-08 5.06266e-10 1112.15000
65.50 163.74 71.10 9.81161e-09 4.90581e-10 1112.15000
66.50 163.74 72.01 9.52532e-09 4.76266e-10 1112.15000
67.50 163.74 72.92 9.23583e-09 4.61792e-10 1112.15000
68.50 163.74 73.83 8.91702e-09 4.45851e-10 1112.15000
69.50 163.74 74.73 8.57747e-09 4.28874e-10 1112.15000
70.50 163.74 75.63 8.22357e-09 4.11178e-10 1112.15000
71.50 163.74 76.53 7.88453e-09 3.94226e-10 1112.15000
72.50 163.74 77.42 7.56176e-09 3.78088e-10 1112.15000
73.50 163.74 78.32 7.24064e-09 3.62032e-10 1112.15000
74.50 163.74 79.21 6.95070e-09 3.47535e-10 1112.15000
75.50 163.74 80.10 6.66087e-09 3.33044e-10 1112.15000
76.50 163.74 80.99 6.41377e-09 3.20689e-10 1112.15000
77.50 163.74 81.87 6.21018e-09 3.10509e-10 1112.15000
78.50 163.74 82.76 6.01036e-09 3.00518e-10 1112.15000
79.50 163.74 83.64 5.81339e-09 2.90670e-10 1112.15000
80.50 163.74 84.52 5.62384e-09 2.81192e-10 1112.15000
81.50 163.74 85.40 5.43494e-09 2.71747e-10 1112.15000
82.50 163.74 86.28 5.29755e-09 2.64878e-10 1112.15000
83.50 163.74 87.16 5.18173e-09 2.59087e-10 1112.15000
84.50 163.74 88.03 5.09613e-09 2.54806e-10 1112.15000
85.50 163.74 88.91 5.08576e-09 2.54288e-10 1112.15000
86.50 163.74 89.59 5.12463e-09 2.56231e-10 1112.15000
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
