# LAT    LCM    MU    RAD    ERROR    NU
-89.50 199.03 86.27 5.54441e-09 2.77221e-10 1112.15000
-88.50 199.03 85.40 5.61687e-09 2.80844e-10 1112.15000
-87.50 199.03 84.52 5.69800e-09 2.84900e-10 1112.15000
-86.50 199.03 83.65 5.87849e-09 2.93924e-10 1112.15000
-85.50 199.03 82.77 6.13969e-09 3.06984e-10 1112.15000
-84.50 199.03 81.90 6.44748e-09 3.22374e-10 1112.15000
-83.50 199.03 81.02 6.75202e-09 3.37601e-10 1112.15000
-82.50 199.03 80.14 7.08679e-09 3.54339e-10 1112.15000
-81.50 199.03 79.26 7.36358e-09 3.68179e-10 1112.15000
-80.50 199.03 78.39 7.70359e-09 3.85180e-10 1112.15000
-79.50 199.03 77.50 8.08558e-09 4.04279e-10 1112.15000
-78.50 199.03 76.62 8.45122e-09 4.22561e-10 1112.15000
-77.50 199.03 75.74 8.80254e-09 4.40127e-10 1112.15000
-76.50 199.03 74.85 9.14534e-09 4.57267e-10 1112.15000
-75.50 199.03 73.97 9.42795e-09 4.71397e-10 1112.15000
-74.50 199.03 73.08 9.73499e-09 4.86750e-10 1112.15000
-73.50 199.03 72.19 9.99437e-09 4.99719e-10 1112.15000
-72.50 199.03 71.30 1.02633e-08 5.13164e-10 1112.15000
-71.50 199.03 70.40 1.05538e-08 5.27691e-10 1112.15000
-70.50 199.03 69.50 1.08375e-08 5.41875e-10 1112.15000
-69.50 199.03 68.61 1.11192e-08 5.55960e-10 1112.15000
-68.50 199.03 67.70 1.14000e-08 5.70002e-10 1112.15000
-67.50 199.03 66.80 1.16576e-08 5.82882e-10 1112.15000
-66.50 199.03 65.89 1.19357e-08 5.96786e-10 1112.15000
-65.50 199.03 64.98 1.22097e-08 6.10487e-10 1112.15000
-64.50 199.03 64.07 1.24040e-08 6.20202e-10 1112.15000
-63.50 199.03 63.15 1.24624e-08 6.23122e-10 1112.15000
-62.50 199.03 62.23 1.24898e-08 6.24491e-10 1112.15000
-61.50 199.03 61.31 1.25731e-08 6.28654e-10 1112.15000
-60.50 199.03 60.39 1.27576e-08 6.37880e-10 1112.15000
-59.50 199.03 59.46 1.29410e-08 6.47048e-10 1112.15000
-58.50 199.03 58.52 1.30880e-08 6.54398e-10 1112.15000
-57.50 199.03 57.59 1.30950e-08 6.54752e-10 1112.15000
-56.50 199.03 56.65 1.31622e-08 6.58110e-10 1112.15000
-55.50 199.03 55.70 1.34074e-08 6.70370e-10 1112.15000
-54.50 199.03 54.76 1.36934e-08 6.84671e-10 1112.15000
-53.50 199.03 53.80 1.39652e-08 6.98260e-10 1112.15000
-52.50 199.03 52.85 1.42955e-08 7.14776e-10 1112.15000
-51.50 199.03 51.89 1.46974e-08 7.34871e-10 1112.15000
-50.50 199.03 50.92 1.49527e-08 7.47637e-10 1112.15000
-49.50 199.03 49.96 1.48022e-08 7.40110e-10 1112.15000
-48.50 199.03 48.98 1.44294e-08 7.21470e-10 1112.15000
-47.50 199.03 48.01 1.42545e-08 7.12723e-10 1112.15000
-46.50 199.03 47.02 1.45472e-08 7.27359e-10 1112.15000
-45.50 199.03 46.04 1.49791e-08 7.48956e-10 1112.15000
-44.50 199.03 45.05 1.54526e-08 7.72632e-10 1112.15000
-43.50 199.03 44.05 1.61848e-08 8.09242e-10 1112.15000
-42.50 199.03 43.05 1.68709e-08 8.43543e-10 1112.15000
-41.50 199.03 42.04 1.71301e-08 8.56506e-10 1112.15000
-40.50 199.03 41.03 1.70565e-08 8.52827e-10 1112.15000
-39.50 199.03 40.02 1.65798e-08 8.28989e-10 1112.15000
-38.50 199.03 39.00 1.59719e-08 7.98594e-10 1112.15000
-37.50 199.03 37.98 1.57855e-08 7.89273e-10 1112.15000
-36.50 199.03 36.95 1.59382e-08 7.96910e-10 1112.15000
-35.50 199.03 35.91 1.65918e-08 8.29589e-10 1112.15000
-34.50 199.03 34.88 1.74121e-08 8.70604e-10 1112.15000
-33.50 199.03 33.83 1.77203e-08 8.86013e-10 1112.15000
-32.50 199.03 32.78 1.79157e-08 8.95786e-10 1112.15000
-31.50 199.03 31.73 1.75227e-08 8.76135e-10 1112.15000
-30.50 199.03 30.68 1.72472e-08 8.62359e-10 1112.15000
-29.50 199.03 29.61 1.73143e-08 8.65717e-10 1112.15000
-28.50 199.03 28.55 1.78830e-08 8.94152e-10 1112.15000
-27.50 199.03 27.48 1.84412e-08 9.22062e-10 1112.15000
-26.50 199.03 26.40 1.89299e-08 9.46497e-10 1112.15000
-25.50 199.03 25.32 1.93419e-08 9.67094e-10 1112.15000
-24.50 199.03 24.24 1.95372e-08 9.76859e-10 1112.15000
-23.50 199.03 23.15 1.86648e-08 9.33240e-10 1112.15000
-22.50 199.03 22.06 1.73306e-08 8.66528e-10 1112.15000
-21.50 199.03 20.96 1.64651e-08 8.23257e-10 1112.15000
-20.50 199.03 19.86 1.60637e-08 8.03187e-10 1112.15000
-19.50 199.03 18.76 1.62433e-08 8.12163e-10 1112.15000
-18.50 199.03 17.65 1.72933e-08 8.64665e-10 1112.15000
-17.50 199.03 16.54 1.95353e-08 9.76765e-10 1112.15000
-16.50 199.03 15.42 2.25101e-08 1.12550e-09 1112.15000
-15.50 199.03 14.31 2.45798e-08 1.22899e-09 1112.15000
-14.50 183.91 13.18 2.45106e-08 1.22553e-09 1112.15000
-13.50 183.91 12.06 2.37930e-08 1.18965e-09 1112.15000
-12.50 183.91 10.93 2.29041e-08 1.14520e-09 1112.15000
-11.50 183.91 9.80 2.20548e-08 1.10274e-09 1112.15000
-10.50 183.91 8.67 2.12515e-08 1.06257e-09 1112.15000
-9.50 183.91 7.54 2.09992e-08 1.04996e-09 1112.15000
-8.50 183.91 6.41 2.21599e-08 1.10799e-09 1112.15000
-7.50 183.91 5.27 2.33945e-08 1.16972e-09 1112.15000
-6.50 183.91 4.13 2.19326e-08 1.09663e-09 1112.15000
-5.50 183.91 2.99 1.95860e-08 9.79298e-10 1112.15000
-4.50 183.91 1.85 1.83138e-08 9.15691e-10 1112.15000
-3.50 183.91 0.71 1.80263e-08 9.01313e-10 1112.15000
-2.50 183.91 0.14 1.80447e-08 9.02236e-10 1112.15000
-1.50 183.91 1.00 1.80241e-08 9.01205e-10 1112.15000
-0.50 183.91 2.14 1.78193e-08 8.90966e-10 1112.15000
0.50 183.91 3.86 1.73570e-08 8.67848e-10 1112.15000
1.50 183.91 4.43 1.69998e-08 8.49990e-10 1112.15000
2.50 183.91 5.57 1.66101e-08 8.30504e-10 1112.15000
3.50 183.91 6.71 1.65419e-08 8.27096e-10 1112.15000
4.50 183.91 7.86 1.70690e-08 8.53449e-10 1112.15000
5.50 183.91 9.00 1.82142e-08 9.10709e-10 1112.15000
6.50 183.91 10.14 2.01076e-08 1.00538e-09 1112.15000
7.50 183.91 11.28 2.27771e-08 1.13886e-09 1112.15000
8.50 183.91 12.42 2.53743e-08 1.26871e-09 1112.15000
9.50 183.91 13.55 2.71692e-08 1.35846e-09 1112.15000
10.50 183.91 14.69 2.78145e-08 1.39073e-09 1112.15000
11.50 183.91 15.82 2.76318e-08 1.38159e-09 1112.15000
12.50 183.91 16.95 2.67478e-08 1.33739e-09 1112.15000
13.50 183.91 18.07 2.55675e-08 1.27837e-09 1112.15000
14.50 183.91 19.20 2.40276e-08 1.20138e-09 1112.15000
15.50 183.91 20.32 2.13588e-08 1.06794e-09 1112.15000
16.50 163.74 21.44 2.31073e-08 1.15537e-09 1112.15000
17.50 163.74 22.56 2.01357e-08 1.00678e-09 1112.15000
18.50 163.74 23.67 1.81758e-08 9.08792e-10 1112.15000
19.50 163.74 24.78 1.71196e-08 8.55978e-10 1112.15000
20.50 163.74 25.88 1.66108e-08 8.30539e-10 1112.15000
21.50 163.74 26.99 1.69148e-08 8.45738e-10 1112.15000
22.50 163.74 28.08 1.78445e-08 8.92223e-10 1112.15000
23.50 163.74 29.18 1.78493e-08 8.92465e-10 1112.15000
24.50 163.74 30.27 1.69686e-08 8.48432e-10 1112.15000
25.50 163.74 31.35 1.63617e-08 8.18087e-10 1112.15000
26.50 163.74 32.44 1.67124e-08 8.35621e-10 1112.15000
27.50 163.74 33.51 1.69777e-08 8.48885e-10 1112.15000
28.50 163.74 34.59 1.62278e-08 8.11389e-10 1112.15000
29.50 163.74 35.66 1.54405e-08 7.72027e-10 1112.15000
30.50 163.74 36.72 1.53129e-08 7.65643e-10 1112.15000
31.50 163.74 37.78 1.56822e-08 7.84109e-10 1112.15000
32.50 163.74 38.83 1.65762e-08 8.28811e-10 1112.15000
33.50 163.74 39.88 1.68669e-08 8.43343e-10 1112.15000
34.50 163.74 40.93 1.70669e-08 8.53345e-10 1112.15000
35.50 163.74 41.97 1.63459e-08 8.17297e-10 1112.15000
36.50 163.74 43.01 1.50867e-08 7.54335e-10 1112.15000
37.50 163.74 44.04 1.42428e-08 7.12140e-10 1112.15000
38.50 163.74 45.06 1.38121e-08 6.90606e-10 1112.15000
39.50 163.74 46.09 1.39673e-08 6.98365e-10 1112.15000
