# LAT    LCM    MU    RAD    ERROR    NU
-89.50 125.25 86.27 1.58676e-07 7.93382e-09 511.97345
-88.50 125.25 85.40 1.58497e-07 7.92484e-09 511.97345
-87.50 125.25 84.52 1.59888e-07 7.99441e-09 511.97345
-86.50 125.25 83.65 1.63205e-07 8.16026e-09 511.97345
-85.50 125.25 82.77 1.70901e-07 8.54504e-09 511.97345
-84.50 125.25 81.90 1.78598e-07 8.92992e-09 511.97345
-83.50 125.25 81.02 1.86861e-07 9.34306e-09 511.97345
-82.50 125.25 80.14 1.94438e-07 9.72190e-09 511.97345
-81.50 125.25 79.26 2.01391e-07 1.00696e-08 511.97345
-80.50 125.25 78.39 2.08482e-07 1.04241e-08 511.97345
-79.50 125.25 77.50 2.16101e-07 1.08050e-08 511.97345
-78.50 125.25 76.62 2.23539e-07 1.11770e-08 511.97345
-77.50 125.25 75.74 2.29812e-07 1.14906e-08 511.97345
-76.50 125.25 74.85 2.35171e-07 1.17586e-08 511.97345
-75.50 125.25 73.97 2.40583e-07 1.20291e-08 511.97345
-74.50 125.25 73.08 2.45431e-07 1.22715e-08 511.97345
-73.50 125.25 72.19 2.49367e-07 1.24684e-08 511.97345
-72.50 125.25 71.30 2.53096e-07 1.26548e-08 511.97345
-71.50 125.25 70.40 2.57532e-07 1.28766e-08 511.97345
-70.50 125.25 69.50 2.62375e-07 1.31188e-08 511.97345
-69.50 125.25 68.61 2.67337e-07 1.33669e-08 511.97345
-68.50 125.25 67.70 2.72484e-07 1.36242e-08 511.97345
-67.50 125.25 66.80 2.78189e-07 1.39095e-08 511.97345
-66.50 125.25 65.89 2.84428e-07 1.42214e-08 511.97345
-65.50 125.25 64.98 2.91960e-07 1.45980e-08 511.97345
-64.50 125.25 64.07 2.98971e-07 1.49486e-08 511.97345
-63.50 125.25 63.15 3.05670e-07 1.52835e-08 511.97345
-62.50 125.25 62.23 3.12278e-07 1.56139e-08 511.97345
-61.50 125.25 61.31 3.19164e-07 1.59582e-08 511.97345
-60.50 125.25 60.39 3.26195e-07 1.63097e-08 511.97345
-59.50 125.25 59.46 3.32482e-07 1.66241e-08 511.97345
-58.50 125.25 58.53 3.36187e-07 1.68093e-08 511.97345
-57.50 125.25 57.59 3.36698e-07 1.68349e-08 511.97345
-56.50 125.25 56.65 3.36561e-07 1.68281e-08 511.97345
-55.50 125.25 55.70 3.37924e-07 1.68962e-08 511.97345
-54.50 125.25 54.76 3.40970e-07 1.70485e-08 511.97345
-53.50 125.25 53.81 3.44263e-07 1.72132e-08 511.97345
-52.50 125.25 52.85 3.47855e-07 1.73928e-08 511.97345
-51.50 125.25 51.89 3.52606e-07 1.76303e-08 511.97345
-50.50 125.25 50.92 3.56854e-07 1.78427e-08 511.97345
-49.50 125.25 49.96 3.59274e-07 1.79637e-08 511.97345
-48.50 125.25 48.98 3.60683e-07 1.80342e-08 511.97345
-47.50 125.25 48.01 3.62136e-07 1.81068e-08 511.97345
-46.50 125.25 47.02 3.65489e-07 1.82744e-08 511.97345
-45.50 125.25 46.04 3.69792e-07 1.84896e-08 511.97345
-44.50 125.25 45.05 3.77568e-07 1.88784e-08 511.97345
-43.50 125.25 44.05 3.87378e-07 1.93689e-08 511.97345
-42.50 125.25 43.05 3.94258e-07 1.97129e-08 511.97345
-41.50 125.25 42.05 3.97976e-07 1.98988e-08 511.97345
-40.50 125.25 41.04 3.98328e-07 1.99164e-08 511.97345
-39.50 125.25 40.02 3.96151e-07 1.98075e-08 511.97345
-38.50 125.25 39.00 3.93233e-07 1.96616e-08 511.97345
-37.50 125.25 37.98 3.92846e-07 1.96423e-08 511.97345
-36.50 125.25 36.95 3.95804e-07 1.97902e-08 511.97345
-35.50 125.25 35.91 4.02168e-07 2.01084e-08 511.97345
-34.50 125.25 34.88 4.08075e-07 2.04037e-08 511.97345
-33.50 125.25 33.83 4.11695e-07 2.05847e-08 511.97345
-32.50 125.25 32.79 4.10258e-07 2.05129e-08 511.97345
-31.50 125.25 31.73 4.11022e-07 2.05511e-08 511.97345
-30.50 125.25 30.68 4.11876e-07 2.05938e-08 511.97345
-29.50 125.25 29.61 4.17161e-07 2.08581e-08 511.97345
-28.50 125.25 28.55 4.25500e-07 2.12750e-08 511.97345
-27.50 125.25 27.48 4.35377e-07 2.17688e-08 511.97345
-26.50 125.25 26.40 4.40617e-07 2.20308e-08 511.97345
-25.50 125.25 25.32 4.40370e-07 2.20185e-08 511.97345
-24.50 125.25 24.24 4.33085e-07 2.16543e-08 511.97345
-23.50 125.25 23.15 4.21378e-07 2.10689e-08 511.97345
-22.50 125.25 22.06 4.08929e-07 2.04465e-08 511.97345
-21.50 125.25 20.96 4.00676e-07 2.00338e-08 511.97345
-20.50 125.25 19.86 3.96751e-07 1.98375e-08 511.97345
-19.50 125.25 18.76 3.97835e-07 1.98917e-08 511.97345
-18.50 125.25 17.65 4.05474e-07 2.02737e-08 511.97345
-17.50 125.25 16.54 4.20434e-07 2.10217e-08 511.97345
-16.50 125.25 15.42 4.40851e-07 2.20425e-08 511.97345
-15.50 125.25 14.31 4.61842e-07 2.30921e-08 511.97345
-14.50 148.84 13.18 4.52928e-07 2.26464e-08 511.97345
-13.50 148.84 12.06 4.72930e-07 2.36465e-08 511.97345
-12.50 148.84 10.93 4.82886e-07 2.41443e-08 511.97345
-11.50 148.84 9.80 4.86146e-07 2.43073e-08 511.97345
-10.50 148.84 8.67 4.85785e-07 2.42892e-08 511.97345
-9.50 148.84 7.54 4.82557e-07 2.41279e-08 511.97345
-8.50 148.84 6.41 4.77554e-07 2.38777e-08 511.97345
-7.50 148.84 5.27 4.68803e-07 2.34401e-08 511.97345
-6.50 148.84 4.13 4.55319e-07 2.27660e-08 511.97345
-5.50 148.84 2.99 4.40397e-07 2.20198e-08 511.97345
-4.50 148.84 1.85 4.27191e-07 2.13596e-08 511.97345
-3.50 148.84 0.71 4.17603e-07 2.08801e-08 511.97345
-2.50 148.84 0.14 4.11576e-07 2.05788e-08 511.97345
-1.50 148.84 1.00 4.08012e-07 2.04006e-08 511.97345
-0.50 148.84 2.14 4.05919e-07 2.02960e-08 511.97345
0.50 148.84 3.86 4.04837e-07 2.02419e-08 511.97345
1.50 148.84 4.43 4.04476e-07 2.02238e-08 511.97345
2.50 148.84 5.57 4.04219e-07 2.02109e-08 511.97345
3.50 148.84 6.71 4.04229e-07 2.02115e-08 511.97345
4.50 148.84 7.86 4.04605e-07 2.02303e-08 511.97345
5.50 148.84 9.00 4.07189e-07 2.03595e-08 511.97345
6.50 148.84 10.14 4.12708e-07 2.06354e-08 511.97345
7.50 148.84 11.28 4.20157e-07 2.10078e-08 511.97345
8.50 148.84 12.41 4.25687e-07 2.12844e-08 511.97345
9.50 148.84 13.55 4.32254e-07 2.16127e-08 511.97345
10.50 148.84 14.68 4.41966e-07 2.20983e-08 511.97345
11.50 148.84 15.82 4.50461e-07 2.25230e-08 511.97345
12.50 148.84 16.95 4.53429e-07 2.26715e-08 511.97345
13.50 148.84 18.07 4.48039e-07 2.24020e-08 511.97345
14.50 148.84 19.20 4.33498e-07 2.16749e-08 511.97345
15.50 148.84 20.32 4.09516e-07 2.04758e-08 511.97345
16.50 180.29 21.44 4.83578e-07 2.41789e-08 511.97345
17.50 180.29 22.56 4.57400e-07 2.28700e-08 511.97345
18.50 180.29 23.67 4.33913e-07 2.16956e-08 511.97345
19.50 180.29 24.78 4.19498e-07 2.09749e-08 511.97345
20.50 180.29 25.88 4.15808e-07 2.07904e-08 511.97345
21.50 180.29 26.99 4.20695e-07 2.10347e-08 511.97345
22.50 180.29 28.08 4.26949e-07 2.13474e-08 511.97345
23.50 180.29 29.18 4.24061e-07 2.12031e-08 511.97345
24.50 180.29 30.27 4.13335e-07 2.06667e-08 511.97345
25.50 180.29 31.35 4.00944e-07 2.00472e-08 511.97345
26.50 180.29 32.44 3.92523e-07 1.96262e-08 511.97345
27.50 180.29 33.51 3.86017e-07 1.93008e-08 511.97345
28.50 180.29 34.59 3.76495e-07 1.88247e-08 511.97345
29.50 180.29 35.66 3.66977e-07 1.83488e-08 511.97345
30.50 180.29 36.72 3.61244e-07 1.80622e-08 511.97345
31.50 180.29 37.78 3.60103e-07 1.80052e-08 511.97345
32.50 180.29 38.83 3.62381e-07 1.81191e-08 511.97345
33.50 180.29 39.88 3.63828e-07 1.81914e-08 511.97345
34.50 180.29 40.93 3.62292e-07 1.81146e-08 511.97345
35.50 180.29 41.97 3.54754e-07 1.77377e-08 511.97345
36.50 180.29 43.01 3.45200e-07 1.72600e-08 511.97345
37.50 180.29 44.04 3.38623e-07 1.69311e-08 511.97345
38.50 180.29 45.06 3.36794e-07 1.68397e-08 511.97345
39.50 180.29 46.09 3.39098e-07 1.69549e-08 511.97345
40.50 180.29 47.10 3.41920e-07 1.70960e-08 511.97345
41.50 180.29 48.12 3.41670e-07 1.70835e-08 511.97345
42.50 180.29 49.12 3.39505e-07 1.69752e-08 511.97345
43.50 180.29 50.13 3.38507e-07 1.69253e-08 511.97345
44.50 180.29 51.12 3.37748e-07 1.68874e-08 511.97345
45.50 180.29 52.12 3.35424e-07 1.67712e-08 511.97345
46.50 180.29 53.11 3.32055e-07 1.66028e-08 511.97345
47.50 180.29 54.09 3.28655e-07 1.64328e-08 511.97345
48.50 180.29 55.07 3.25225e-07 1.62612e-08 511.97345
49.50 180.29 56.04 3.21952e-07 1.60976e-08 511.97345
50.50 180.29 57.02 3.18487e-07 1.59243e-08 511.97345
51.50 180.29 57.98 3.15881e-07 1.57940e-08 511.97345
52.50 180.29 58.94 3.14822e-07 1.57411e-08 511.97345
53.50 180.29 59.90 3.13927e-07 1.56963e-08 511.97345
54.50 180.29 60.86 3.12373e-07 1.56187e-08 511.97345
55.50 180.29 61.81 3.09621e-07 1.54811e-08 511.97345
56.50 180.29 62.75 3.05983e-07 1.52991e-08 511.97345
57.50 180.29 63.69 3.01759e-07 1.50880e-08 511.97345
58.50 180.29 64.63 2.97953e-07 1.48976e-08 511.97345
59.50 180.29 65.57 2.93953e-07 1.46977e-08 511.97345
60.50 180.29 66.50 2.90663e-07 1.45331e-08 511.97345
61.50 180.29 67.42 2.87178e-07 1.43589e-08 511.97345
62.50 180.29 68.35 2.82573e-07 1.41286e-08 511.97345
63.50 180.29 69.27 2.76137e-07 1.38068e-08 511.97345
64.50 180.29 70.19 2.67965e-07 1.33983e-08 511.97345
65.50 180.29 71.10 2.58804e-07 1.29402e-08 511.97345
66.50 180.29 72.01 2.49177e-07 1.24589e-08 511.97345
67.50 180.29 72.92 2.39583e-07 1.19791e-08 511.97345
68.50 180.29 73.83 2.30896e-07 1.15448e-08 511.97345
69.50 180.29 74.73 2.23090e-07 1.11545e-08 511.97345
70.50 180.29 75.63 2.16197e-07 1.08098e-08 511.97345
71.50 180.29 76.53 2.09934e-07 1.04967e-08 511.97345
72.50 180.29 77.42 2.04313e-07 1.02157e-08 511.97345
73.50 180.29 78.32 1.99387e-07 9.96933e-09 511.97345
74.50 180.29 79.21 1.94492e-07 9.72458e-09 511.97345
75.50 180.29 80.10 1.89404e-07 9.47021e-09 511.97345
76.50 180.29 80.99 1.84162e-07 9.20809e-09 511.97345
77.50 180.29 81.87 1.79324e-07 8.96621e-09 511.97345
78.50 180.29 82.76 1.73977e-07 8.69886e-09 511.97345
79.50 180.29 83.64 1.68784e-07 8.43922e-09 511.97345
80.50 180.29 84.52 1.63940e-07 8.19701e-09 511.97345
81.50 180.29 85.40 1.59663e-07 7.98316e-09 511.97345
82.50 180.29 86.28 1.56178e-07 7.80889e-09 511.97345
83.50 180.29 87.16 1.53307e-07 7.66534e-09 511.97345
84.50 180.29 88.03 1.51278e-07 7.56388e-09 511.97345
85.50 180.29 88.91 1.50093e-07 7.50463e-09 511.97345
86.50 180.29 89.59 1.49210e-07 7.46052e-09 511.97345
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
