# LAT    LCM    MU    RAD    ERROR    NU
48.50 146.25 55.07 2.52949e-08 1.26474e-09 929.27953
49.50 146.25 56.04 2.49836e-08 1.24918e-09 929.27953
50.50 146.25 57.01 2.46277e-08 1.23138e-09 929.27953
51.50 146.25 57.98 2.43574e-08 1.21787e-09 929.27953
52.50 146.25 58.94 2.42048e-08 1.21024e-09 929.27953
53.50 146.25 59.90 2.41283e-08 1.20642e-09 929.27953
54.50 146.25 60.86 2.39830e-08 1.19915e-09 929.27953
55.50 146.25 61.81 2.36412e-08 1.18206e-09 929.27953
56.50 146.25 62.75 2.32768e-08 1.16384e-09 929.27953
57.50 146.25 63.69 2.29002e-08 1.14501e-09 929.27953
58.50 146.25 64.63 2.24982e-08 1.12491e-09 929.27953
59.50 146.25 65.57 2.21271e-08 1.10636e-09 929.27953
60.50 146.25 66.50 2.17877e-08 1.08938e-09 929.27953
61.50 146.25 67.42 2.14812e-08 1.07406e-09 929.27953
62.50 146.25 68.35 2.11032e-08 1.05516e-09 929.27953
63.50 146.25 69.27 2.05845e-08 1.02922e-09 929.27953
64.50 146.25 70.19 1.99367e-08 9.96837e-10 929.27953
65.50 146.25 71.10 1.92681e-08 9.63403e-10 929.27953
66.50 146.25 72.01 1.85651e-08 9.28255e-10 929.27953
67.50 146.25 72.92 1.79028e-08 8.95139e-10 929.27953
68.50 146.25 73.83 1.72406e-08 8.62030e-10 929.27953
69.50 146.25 74.73 1.66212e-08 8.31059e-10 929.27953
70.50 146.25 75.63 1.60519e-08 8.02593e-10 929.27953
71.50 146.25 76.53 1.55288e-08 7.76438e-10 929.27953
72.50 146.25 77.42 1.50353e-08 7.51766e-10 929.27953
73.50 146.25 78.32 1.45751e-08 7.28756e-10 929.27953
74.50 146.25 79.21 1.41426e-08 7.07129e-10 929.27953
75.50 146.25 80.10 1.37301e-08 6.86507e-10 929.27953
76.50 146.25 80.98 1.33234e-08 6.66169e-10 929.27953
77.50 146.25 81.87 1.29463e-08 6.47317e-10 929.27953
78.50 146.25 82.75 1.25565e-08 6.27824e-10 929.27953
79.50 146.25 83.64 1.22139e-08 6.10693e-10 929.27953
80.50 146.25 84.52 1.18583e-08 5.92915e-10 929.27953
81.50 146.25 85.40 1.15693e-08 5.78467e-10 929.27953
82.50 146.25 86.28 1.13373e-08 5.66864e-10 929.27953
83.50 146.25 87.16 1.11412e-08 5.57062e-10 929.27953
84.50 146.25 88.03 1.09859e-08 5.49296e-10 929.27953
85.50 146.25 88.91 1.08967e-08 5.44835e-10 929.27953
86.50 146.25 89.59 1.08674e-08 5.43368e-10 929.27953
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
