# LAT    LCM    MU    RAD    ERROR    NU
-89.50 123.46 86.27 1.68259e-08 8.41293e-10 1253.06250
-88.50 123.46 85.39 1.68522e-08 8.42612e-10 1253.06250
-87.50 123.46 84.52 1.68470e-08 8.42352e-10 1253.06250
-86.50 123.46 83.64 1.70109e-08 8.50543e-10 1253.06250
-85.50 123.46 82.77 1.73852e-08 8.69259e-10 1253.06250
-84.50 123.46 81.89 1.76146e-08 8.80731e-10 1253.06250
-83.50 123.46 81.01 1.77797e-08 8.88983e-10 1253.06250
-82.50 123.46 80.14 1.78204e-08 8.91020e-10 1253.06250
-81.50 123.46 79.26 1.77314e-08 8.86570e-10 1253.06250
-80.50 123.46 78.38 1.76680e-08 8.83400e-10 1253.06250
-79.50 123.46 77.50 1.76570e-08 8.82852e-10 1253.06250
-78.50 123.46 76.61 1.75893e-08 8.79466e-10 1253.06250
-77.50 123.46 75.73 1.74153e-08 8.70765e-10 1253.06250
-76.50 123.46 74.85 1.71875e-08 8.59377e-10 1253.06250
-75.50 123.46 73.96 1.69137e-08 8.45684e-10 1253.06250
-74.50 123.46 73.07 1.65370e-08 8.26849e-10 1253.06250
-73.50 123.46 72.18 1.60575e-08 8.02874e-10 1253.06250
-72.50 123.46 71.29 1.56015e-08 7.80073e-10 1253.06250
-71.50 123.46 70.39 1.52073e-08 7.60363e-10 1253.06250
-70.50 123.46 69.50 1.48651e-08 7.43257e-10 1253.06250
-69.50 123.46 68.60 1.46263e-08 7.31315e-10 1253.06250
-68.50 123.46 67.70 1.44303e-08 7.21514e-10 1253.06250
-67.50 123.46 66.79 1.43644e-08 7.18219e-10 1253.06250
-66.50 123.46 65.88 1.42869e-08 7.14344e-10 1253.06250
-65.50 123.46 64.97 1.41430e-08 7.07150e-10 1253.06250
-64.50 123.46 64.06 1.38176e-08 6.90882e-10 1253.06250
-63.50 123.46 63.15 1.34420e-08 6.72100e-10 1253.06250
-62.50 123.46 62.23 1.31692e-08 6.58461e-10 1253.06250
-61.50 123.46 61.30 1.30178e-08 6.50889e-10 1253.06250
-60.50 123.46 60.38 1.29392e-08 6.46962e-10 1253.06250
-59.50 123.46 59.45 1.28819e-08 6.44096e-10 1253.06250
-58.50 123.46 58.52 1.28325e-08 6.41624e-10 1253.06250
-57.50 123.46 57.58 1.27343e-08 6.36715e-10 1253.06250
-56.50 123.46 56.64 1.26158e-08 6.30788e-10 1253.06250
-55.50 123.46 55.70 1.24774e-08 6.23868e-10 1253.06250
-54.50 123.46 54.75 1.23781e-08 6.18907e-10 1253.06250
-53.50 123.46 53.80 1.23152e-08 6.15761e-10 1253.06250
-52.50 123.46 52.84 1.22871e-08 6.14356e-10 1253.06250
-51.50 123.46 51.88 1.22133e-08 6.10663e-10 1253.06250
-50.50 123.46 50.92 1.20432e-08 6.02158e-10 1253.06250
-49.50 123.46 49.95 1.17192e-08 5.85962e-10 1253.06250
-48.50 123.46 48.98 1.13481e-08 5.67403e-10 1253.06250
-47.50 123.46 48.00 1.10293e-08 5.51463e-10 1253.06250
-46.50 123.46 47.02 1.09047e-08 5.45234e-10 1253.06250
-45.50 123.46 46.03 1.09249e-08 5.46243e-10 1253.06250
-44.50 123.46 45.04 1.10739e-08 5.53696e-10 1253.06250
-43.50 123.46 44.04 1.12185e-08 5.60926e-10 1253.06250
-42.50 123.46 43.04 1.12957e-08 5.64784e-10 1253.06250
-41.50 123.46 42.04 1.12107e-08 5.60535e-10 1253.06250
-40.50 123.46 41.03 1.09829e-08 5.49147e-10 1253.06250
-39.50 123.46 40.01 1.06674e-08 5.33370e-10 1253.06250
-38.50 123.46 38.99 1.03254e-08 5.16272e-10 1253.06250
-37.50 123.46 37.97 1.00993e-08 5.04964e-10 1253.06250
-36.50 123.46 36.94 1.00054e-08 5.00271e-10 1253.06250
-35.50 123.46 35.91 9.98071e-09 4.99036e-10 1253.06250
-34.50 123.46 34.87 9.95494e-09 4.97747e-10 1253.06250
-33.50 123.46 33.83 9.86299e-09 4.93149e-10 1253.06250
-32.50 123.46 32.78 9.65595e-09 4.82797e-10 1253.06250
-31.50 123.46 31.72 9.37873e-09 4.68936e-10 1253.06250
-30.50 123.46 30.67 8.98555e-09 4.49277e-10 1253.06250
-29.50 123.46 29.61 8.72415e-09 4.36208e-10 1253.06250
-28.50 123.46 28.54 8.57047e-09 4.28524e-10 1253.06250
-27.50 123.46 27.47 8.44173e-09 4.22086e-10 1253.06250
-26.50 123.46 26.39 8.37900e-09 4.18950e-10 1253.06250
-25.50 123.46 25.31 8.38949e-09 4.19474e-10 1253.06250
-24.50 123.46 24.23 8.48281e-09 4.24140e-10 1253.06250
-23.50 123.46 23.14 8.62376e-09 4.31188e-10 1253.06250
-22.50 123.46 22.05 8.76525e-09 4.38262e-10 1253.06250
-21.50 123.46 20.95 8.92761e-09 4.46380e-10 1253.06250
