# LAT    LCM    MU    RAD    ERROR    NU
-89.50 82.91 86.27 4.77287e-08 2.38643e-09 852.11500
-88.50 82.91 85.39 4.83274e-08 2.41637e-09 852.11500
-87.50 82.91 84.52 5.04353e-08 2.52176e-09 852.11500
-86.50 82.91 83.64 5.45009e-08 2.72504e-09 852.11500
-85.50 82.91 82.77 6.32131e-08 3.16066e-09 852.11500
-84.50 82.91 81.89 7.12573e-08 3.56286e-09 852.11500
-83.50 82.91 81.01 7.90473e-08 3.95237e-09 852.11500
-82.50 82.91 80.14 8.57910e-08 4.28955e-09 852.11500
-81.50 82.91 79.26 9.07905e-08 4.53952e-09 852.11500
-80.50 82.91 78.38 9.49352e-08 4.74676e-09 852.11500
-79.50 82.91 77.50 9.83091e-08 4.91545e-09 852.11500
-78.50 82.91 76.62 1.02023e-07 5.10116e-09 852.11500
-77.50 82.91 75.73 1.04668e-07 5.23341e-09 852.11500
-76.50 82.91 74.85 1.05534e-07 5.27672e-09 852.11500
-75.50 82.91 73.96 1.05154e-07 5.25770e-09 852.11500
-74.50 82.91 73.07 1.04185e-07 5.20925e-09 852.11500
-73.50 82.91 72.18 1.02401e-07 5.12005e-09 852.11500
-72.50 82.91 71.29 9.96607e-08 4.98303e-09 852.11500
-71.50 82.91 70.39 9.65242e-08 4.82621e-09 852.11500
-70.50 82.91 69.50 9.34264e-08 4.67132e-09 852.11500
-69.50 82.91 68.60 9.09254e-08 4.54627e-09 852.11500
-68.50 82.91 67.70 8.88186e-08 4.44093e-09 852.11500
-67.50 82.91 66.79 8.69257e-08 4.34628e-09 852.11500
-66.50 82.91 65.89 8.54317e-08 4.27159e-09 852.11500
-65.50 82.91 64.98 8.38752e-08 4.19376e-09 852.11500
-64.50 82.91 64.06 8.19304e-08 4.09652e-09 852.11500
-63.50 82.91 63.15 7.97793e-08 3.98897e-09 852.11500
-62.50 82.91 62.23 7.73987e-08 3.86994e-09 852.11500
-61.50 82.91 61.31 7.57754e-08 3.78877e-09 852.11500
-60.50 82.91 60.38 7.52743e-08 3.76371e-09 852.11500
-59.50 82.91 59.45 7.56132e-08 3.78066e-09 852.11500
-58.50 82.91 58.52 7.59910e-08 3.79955e-09 852.11500
-57.50 82.91 57.58 7.55764e-08 3.77882e-09 852.11500
-56.50 82.91 56.64 7.42108e-08 3.71054e-09 852.11500
-55.50 82.91 55.70 7.36491e-08 3.68246e-09 852.11500
-54.50 82.91 54.75 7.35854e-08 3.67927e-09 852.11500
-53.50 82.91 53.80 7.38687e-08 3.69344e-09 852.11500
-52.50 82.91 52.84 7.42672e-08 3.71336e-09 852.11500
-51.50 82.91 51.88 7.46945e-08 3.73472e-09 852.11500
-50.50 82.91 50.92 7.53768e-08 3.76884e-09 852.11500
-49.50 82.91 49.95 7.53060e-08 3.76530e-09 852.11500
-48.50 82.91 48.98 7.46113e-08 3.73056e-09 852.11500
-47.50 82.91 48.00 7.37088e-08 3.68544e-09 852.11500
-46.50 82.91 47.02 7.33508e-08 3.66754e-09 852.11500
-45.50 82.91 46.03 7.40065e-08 3.70033e-09 852.11500
-44.50 82.91 45.04 7.52966e-08 3.76483e-09 852.11500
-43.50 82.91 44.04 7.66546e-08 3.83273e-09 852.11500
-42.50 82.91 43.04 7.76994e-08 3.88497e-09 852.11500
-41.50 82.91 42.04 7.83294e-08 3.91647e-09 852.11500
-40.50 82.91 41.03 7.83289e-08 3.91645e-09 852.11500
-39.50 82.91 40.01 7.68108e-08 3.84054e-09 852.11500
-38.50 82.91 38.99 7.43583e-08 3.71792e-09 852.11500
-37.50 82.91 37.97 7.30830e-08 3.65415e-09 852.11500
-36.50 82.91 36.94 7.37835e-08 3.68917e-09 852.11500
-35.50 82.91 35.91 7.51910e-08 3.75955e-09 852.11500
-34.50 82.91 34.87 7.65580e-08 3.82790e-09 852.11500
-33.50 82.91 33.83 7.64496e-08 3.82248e-09 852.11500
-32.50 82.91 32.78 7.52696e-08 3.76348e-09 852.11500
-31.50 82.91 31.73 7.33321e-08 3.66660e-09 852.11500
-30.50 82.91 30.67 7.16106e-08 3.58053e-09 852.11500
-29.50 82.91 29.61 7.18412e-08 3.59206e-09 852.11500
-28.50 82.91 28.54 7.48540e-08 3.74270e-09 852.11500
-27.50 82.91 27.47 7.78044e-08 3.89022e-09 852.11500
-26.50 82.91 26.39 7.84161e-08 3.92080e-09 852.11500
-25.50 82.91 25.31 7.91947e-08 3.95973e-09 852.11500
-24.50 82.91 24.23 7.85011e-08 3.92505e-09 852.11500
-23.50 82.91 23.14 7.69276e-08 3.84638e-09 852.11500
-22.50 82.91 22.05 7.33119e-08 3.66560e-09 852.11500
-21.50 82.91 20.95 6.86197e-08 3.43099e-09 852.11500
-20.50 82.91 19.85 6.56112e-08 3.28056e-09 852.11500
-19.50 82.91 18.75 6.47153e-08 3.23576e-09 852.11500
-18.50 82.91 17.64 6.65975e-08 3.32987e-09 852.11500
-17.50 82.91 16.53 7.16364e-08 3.58182e-09 852.11500
-16.50 82.91 15.42 7.98913e-08 3.99456e-09 852.11500
-15.50 82.91 14.30 8.83687e-08 4.41843e-09 852.11500
-14.50 82.91 13.18 9.15281e-08 4.57640e-09 852.11500
-13.50 82.91 12.06 8.93833e-08 4.46917e-09 852.11500
-12.50 82.91 10.93 8.62375e-08 4.31188e-09 852.11500
-11.50 82.91 9.80 8.40920e-08 4.20460e-09 852.11500
-10.50 82.91 8.67 8.23487e-08 4.11743e-09 852.11500
-9.50 82.91 7.54 8.15751e-08 4.07875e-09 852.11500
-8.50 82.91 6.40 8.63160e-08 4.31580e-09 852.11500
-7.50 82.91 5.27 8.79006e-08 4.39503e-09 852.11500
-6.50 82.91 4.13 8.37225e-08 4.18612e-09 852.11500
-5.50 82.91 2.99 7.76376e-08 3.88188e-09 852.11500
-4.50 82.91 1.85 7.39408e-08 3.69704e-09 852.11500
-3.50 82.91 0.71 7.21801e-08 3.60901e-09 852.11500
-2.50 82.91 0.16 7.24797e-08 3.62399e-09 852.11500
-1.50 82.91 1.01 7.28453e-08 3.64227e-09 852.11500
-0.50 82.91 2.16 7.22361e-08 3.61181e-09 852.11500
0.50 82.91 3.87 7.00896e-08 3.50448e-09 852.11500
1.50 82.91 4.44 6.81644e-08 3.40822e-09 852.11500
2.50 82.91 5.58 6.68503e-08 3.34251e-09 852.11500
3.50 82.91 6.73 6.61054e-08 3.30527e-09 852.11500
4.50 82.91 7.87 6.60957e-08 3.30478e-09 852.11500
5.50 82.91 9.01 6.74491e-08 3.37246e-09 852.11500
6.50 82.91 10.15 7.05152e-08 3.52576e-09 852.11500
7.50 82.91 11.29 7.53355e-08 3.76678e-09 852.11500
8.50 82.91 12.43 8.04633e-08 4.02316e-09 852.11500
9.50 82.91 13.56 8.46011e-08 4.23006e-09 852.11500
10.50 82.91 14.70 9.06160e-08 4.53080e-09 852.11500
11.50 82.91 15.83 9.66759e-08 4.83379e-09 852.11500
12.50 82.91 16.96 9.99537e-08 4.99768e-09 852.11500
13.50 82.91 18.09 1.00680e-07 5.03400e-09 852.11500
14.50 82.91 19.21 9.75784e-08 4.87892e-09 852.11500
15.50 82.91 20.33 8.99711e-08 4.49855e-09 852.11500
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
