# LAT    LCM    MU    RAD    ERROR    NU
-89.50 212.15 86.27 1.05632e-07 5.28162e-09 815.70010
-88.50 212.15 85.39 1.06394e-07 5.31972e-09 815.70010
-87.50 212.15 84.52 1.07998e-07 5.39988e-09 815.70010
-86.50 212.15 83.64 1.11008e-07 5.55040e-09 815.70010
-85.50 212.15 82.77 1.17311e-07 5.86556e-09 815.70010
-84.50 212.15 81.89 1.22177e-07 6.10886e-09 815.70010
-83.50 212.15 81.01 1.26333e-07 6.31667e-09 815.70010
-82.50 212.15 80.14 1.29403e-07 6.47017e-09 815.70010
-81.50 212.15 79.26 1.31487e-07 6.57437e-09 815.70010
-80.50 212.15 78.38 1.33031e-07 6.65157e-09 815.70010
-79.50 212.15 77.50 1.34418e-07 6.72090e-09 815.70010
-78.50 212.15 76.62 1.35291e-07 6.76454e-09 815.70010
-77.50 212.15 75.73 1.35228e-07 6.76139e-09 815.70010
-76.50 212.15 74.85 1.34710e-07 6.73550e-09 815.70010
-75.50 212.15 73.96 1.33795e-07 6.68973e-09 815.70010
-74.50 212.15 73.07 1.32311e-07 6.61555e-09 815.70010
-73.50 212.15 72.18 1.29905e-07 6.49525e-09 815.70010
-72.50 212.15 71.29 1.27226e-07 6.36131e-09 815.70010
-71.50 212.15 70.39 1.24553e-07 6.22766e-09 815.70010
-70.50 212.15 69.50 1.21945e-07 6.09726e-09 815.70010
-69.50 212.15 68.60 1.19533e-07 5.97665e-09 815.70010
-68.50 212.15 67.70 1.17600e-07 5.87999e-09 815.70010
-67.50 212.15 66.79 1.16200e-07 5.81000e-09 815.70010
-66.50 212.15 65.88 1.15019e-07 5.75093e-09 815.70010
-65.50 212.15 64.98 1.13589e-07 5.67943e-09 815.70010
-64.50 212.15 64.06 1.11219e-07 5.56097e-09 815.70010
-63.50 212.15 63.15 1.08644e-07 5.43218e-09 815.70010
-62.50 212.15 62.23 1.06620e-07 5.33099e-09 815.70010
