# LAT    LCM    MU    RAD    ERROR    NU
-61.50 212.15 61.30 1.05472e-07 5.27362e-09 815.70010
-60.50 212.15 60.38 1.05003e-07 5.25014e-09 815.70010
-59.50 212.15 59.45 1.05086e-07 5.25428e-09 815.70010
-58.50 212.15 58.52 1.05062e-07 5.25309e-09 815.70010
-57.50 212.15 57.58 1.04442e-07 5.22211e-09 815.70010
-56.50 212.15 56.64 1.03532e-07 5.17660e-09 815.70010
-55.50 212.15 55.70 1.03055e-07 5.15273e-09 815.70010
-54.50 212.15 54.75 1.03113e-07 5.15567e-09 815.70010
-53.50 212.15 53.80 1.03443e-07 5.17217e-09 815.70010
-52.50 212.15 52.84 1.03828e-07 5.19139e-09 815.70010
-51.50 212.15 51.88 1.04241e-07 5.21207e-09 815.70010
-50.50 212.15 50.92 1.04576e-07 5.22878e-09 815.70010
-49.50 212.15 49.95 1.04276e-07 5.21378e-09 815.70010
-48.50 212.15 48.98 1.03441e-07 5.17203e-09 815.70010
-47.50 212.15 48.00 1.02457e-07 5.12285e-09 815.70010
-46.50 212.15 47.02 1.02309e-07 5.11546e-09 815.70010
-45.50 212.15 46.03 1.02799e-07 5.13996e-09 815.70010
-44.50 212.15 45.04 1.03674e-07 5.18371e-09 815.70010
-43.50 212.15 44.04 1.05231e-07 5.26155e-09 815.70010
-42.50 212.15 43.04 1.06239e-07 5.31193e-09 815.70010
-41.50 212.15 42.04 1.06481e-07 5.32407e-09 815.70010
-40.50 212.15 41.03 1.05951e-07 5.29757e-09 815.70010
-39.50 212.15 40.01 1.04689e-07 5.23447e-09 815.70010
-38.50 212.15 38.99 1.03078e-07 5.15391e-09 815.70010
-37.50 212.15 37.97 1.02329e-07 5.11643e-09 815.70010
-36.50 212.15 36.94 1.02366e-07 5.11829e-09 815.70010
-35.50 212.15 35.91 1.03461e-07 5.17303e-09 815.70010
-34.50 212.15 34.87 1.04751e-07 5.23757e-09 815.70010
-33.50 212.15 33.83 1.04817e-07 5.24083e-09 815.70010
-32.50 212.15 32.78 1.04152e-07 5.20761e-09 815.70010
-31.50 212.15 31.72 1.03410e-07 5.17050e-09 815.70010
-30.50 212.15 30.67 1.02852e-07 5.14258e-09 815.70010
-29.50 212.15 29.61 1.03297e-07 5.16484e-09 815.70010
-28.50 212.15 28.54 1.04879e-07 5.24396e-09 815.70010
-27.50 212.15 27.47 1.06892e-07 5.34462e-09 815.70010
-26.50 212.15 26.39 1.07677e-07 5.38387e-09 815.70010
-25.50 212.15 25.31 1.07479e-07 5.37395e-09 815.70010
-24.50 212.15 24.23 1.06830e-07 5.34150e-09 815.70010
-23.50 212.15 23.14 1.04994e-07 5.24971e-09 815.70010
-22.50 212.15 22.05 1.02345e-07 5.11727e-09 815.70010
-21.50 212.15 20.95 1.00374e-07 5.01870e-09 815.70010
-20.50 212.15 19.85 9.93952e-08 4.96976e-09 815.70010
-19.50 212.15 18.75 9.95427e-08 4.97714e-09 815.70010
-18.50 212.15 17.64 1.01244e-07 5.06222e-09 815.70010
-17.50 212.15 16.53 1.05016e-07 5.25081e-09 815.70010
-16.50 212.15 15.42 1.10397e-07 5.51986e-09 815.70010
-15.50 212.15 14.30 1.15422e-07 5.77109e-09 815.70010
-14.50 214.22 13.18 1.10625e-07 5.53127e-09 815.70010
-13.50 214.22 12.06 1.14831e-07 5.74157e-09 815.70010
-12.50 214.22 10.93 1.16018e-07 5.80090e-09 815.70010
-11.50 214.22 9.80 1.15561e-07 5.77804e-09 815.70010
-10.50 214.22 8.67 1.14671e-07 5.73355e-09 815.70010
-9.50 214.22 7.54 1.14266e-07 5.71329e-09 815.70010
-8.50 214.22 6.40 1.14988e-07 5.74939e-09 815.70010
-7.50 214.22 5.27 1.15022e-07 5.75110e-09 815.70010
-6.50 214.22 4.13 1.12581e-07 5.62906e-09 815.70010
-5.50 214.22 2.99 1.09408e-07 5.47040e-09 815.70010
-4.50 214.22 1.85 1.07650e-07 5.38252e-09 815.70010
-3.50 214.22 0.71 1.07388e-07 5.36940e-09 815.70010
-2.50 214.22 0.15 1.07878e-07 5.39389e-09 815.70010
-1.50 214.22 1.00 1.08522e-07 5.42610e-09 815.70010
-0.50 214.22 2.14 1.08772e-07 5.43858e-09 815.70010
0.50 214.22 3.86 1.08526e-07 5.42631e-09 815.70010
1.50 214.22 4.43 1.08026e-07 5.40131e-09 815.70010
2.50 214.22 5.57 1.07138e-07 5.35688e-09 815.70010
3.50 214.22 6.72 1.06108e-07 5.30540e-09 815.70010
4.50 214.22 7.86 1.05431e-07 5.27155e-09 815.70010
5.50 214.22 9.00 1.05361e-07 5.26805e-09 815.70010
6.50 214.22 10.14 1.05929e-07 5.29647e-09 815.70010
7.50 214.22 11.28 1.06422e-07 5.32111e-09 815.70010
8.50 214.22 12.42 1.06887e-07 5.34437e-09 815.70010
9.50 214.22 13.55 1.08875e-07 5.44377e-09 815.70010
10.50 214.22 14.69 1.09959e-07 5.49793e-09 815.70010
11.50 214.22 15.82 1.09765e-07 5.48826e-09 815.70010
12.50 214.22 16.95 1.09962e-07 5.49810e-09 815.70010
13.50 214.22 18.07 1.08962e-07 5.44812e-09 815.70010
14.50 214.22 19.20 1.06311e-07 5.31557e-09 815.70010
15.50 214.22 20.32 1.01117e-07 5.05587e-09 815.70010
16.50 216.29 21.44 1.14059e-07 5.70296e-09 815.70010
17.50 216.29 22.56 1.08016e-07 5.40079e-09 815.70010
18.50 216.29 23.67 1.03446e-07 5.17229e-09 815.70010
19.50 216.29 24.78 1.01474e-07 5.07371e-09 815.70010
20.50 216.29 25.88 1.01729e-07 5.08646e-09 815.70010
21.50 216.29 26.99 1.04008e-07 5.20042e-09 815.70010
22.50 216.29 28.08 1.06579e-07 5.32897e-09 815.70010
23.50 216.29 29.18 1.06997e-07 5.34986e-09 815.70010
24.50 216.29 30.27 1.06038e-07 5.30189e-09 815.70010
25.50 216.29 31.35 1.05190e-07 5.25952e-09 815.70010
26.50 216.29 32.44 1.05363e-07 5.26816e-09 815.70010
27.50 216.29 33.51 1.05146e-07 5.25728e-09 815.70010
28.50 216.29 34.59 1.03680e-07 5.18401e-09 815.70010
29.50 216.29 35.66 1.02607e-07 5.13036e-09 815.70010
30.50 216.29 36.72 1.02668e-07 5.13339e-09 815.70010
31.50 216.29 37.78 1.04007e-07 5.20034e-09 815.70010
32.50 216.29 38.83 1.05863e-07 5.29317e-09 815.70010
33.50 216.29 39.88 1.07238e-07 5.36189e-09 815.70010
34.50 216.29 40.93 1.08318e-07 5.41589e-09 815.70010
35.50 216.29 41.97 1.07941e-07 5.39705e-09 815.70010
36.50 216.29 43.01 1.06856e-07 5.34278e-09 815.70010
37.50 216.29 44.04 1.06377e-07 5.31886e-09 815.70010
38.50 216.29 45.06 1.06441e-07 5.32203e-09 815.70010
39.50 216.29 46.09 1.07330e-07 5.36651e-09 815.70010
40.50 216.29 47.10 1.08208e-07 5.41039e-09 815.70010
41.50 216.29 48.12 1.08356e-07 5.41778e-09 815.70010
42.50 216.29 49.12 1.08192e-07 5.40961e-09 815.70010
43.50 216.29 50.13 1.08308e-07 5.41542e-09 815.70010
44.50 216.29 51.12 1.08462e-07 5.42309e-09 815.70010
45.50 216.29 52.12 1.08388e-07 5.41938e-09 815.70010
46.50 216.29 53.11 1.08102e-07 5.40508e-09 815.70010
47.50 216.29 54.09 1.07838e-07 5.39192e-09 815.70010
48.50 216.29 55.07 1.07603e-07 5.38015e-09 815.70010
49.50 216.29 56.04 1.07405e-07 5.37027e-09 815.70010
50.50 216.29 57.02 1.07224e-07 5.36122e-09 815.70010
51.50 216.29 57.98 1.07285e-07 5.36426e-09 815.70010
52.50 216.29 58.94 1.07605e-07 5.38025e-09 815.70010
53.50 216.29 59.90 1.07876e-07 5.39380e-09 815.70010
54.50 216.29 60.86 1.07734e-07 5.38669e-09 815.70010
55.50 216.29 61.81 1.07196e-07 5.35980e-09 815.70010
56.50 216.29 62.75 1.06310e-07 5.31549e-09 815.70010
57.50 216.29 63.69 1.05082e-07 5.25412e-09 815.70010
58.50 216.29 64.63 1.03634e-07 5.18168e-09 815.70010
59.50 216.29 65.57 1.02053e-07 5.10265e-09 815.70010
60.50 216.29 66.50 1.00650e-07 5.03250e-09 815.70010
61.50 216.29 67.42 9.93492e-08 4.96746e-09 815.70010
62.50 216.29 68.35 9.81482e-08 4.90741e-09 815.70010
63.50 216.29 69.27 9.70587e-08 4.85294e-09 815.70010
64.50 216.29 70.19 9.62386e-08 4.81193e-09 815.70010
65.50 216.29 71.10 9.56182e-08 4.78091e-09 815.70010
66.50 216.29 72.01 9.49216e-08 4.74608e-09 815.70010
67.50 216.29 72.92 9.38910e-08 4.69455e-09 815.70010
68.50 216.29 73.83 9.24412e-08 4.62206e-09 815.70010
69.50 216.29 74.73 9.06977e-08 4.53489e-09 815.70010
70.50 216.29 75.63 8.87233e-08 4.43617e-09 815.70010
71.50 216.29 76.53 8.67887e-08 4.33944e-09 815.70010
72.50 216.29 77.42 8.49750e-08 4.24875e-09 815.70010
73.50 216.29 78.32 8.32602e-08 4.16301e-09 815.70010
74.50 216.29 79.21 8.16667e-08 4.08334e-09 815.70010
75.50 216.29 80.10 8.01961e-08 4.00980e-09 815.70010
76.50 216.29 80.99 7.87554e-08 3.93777e-09 815.70010
77.50 216.29 81.87 7.72789e-08 3.86394e-09 815.70010
78.50 216.29 82.76 7.56665e-08 3.78332e-09 815.70010
79.50 216.29 83.64 7.38980e-08 3.69490e-09 815.70010
80.50 216.29 84.52 7.21101e-08 3.60550e-09 815.70010
81.50 216.29 85.40 7.04150e-08 3.52075e-09 815.70010
82.50 216.29 86.28 6.88589e-08 3.44295e-09 815.70010
83.50 216.29 87.16 6.75079e-08 3.37539e-09 815.70010
84.50 216.29 88.03 6.64480e-08 3.32240e-09 815.70010
85.50 216.29 88.91 6.57666e-08 3.28833e-09 815.70010
86.50 216.29 89.59 6.54021e-08 3.27010e-09 815.70010
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
