# LAT    LCM    MU    RAD    ERROR    NU
-89.50 192.87 86.27 2.14697e-08 1.07348e-09 956.92200
-88.50 192.87 85.40 2.16526e-08 1.08263e-09 956.92200
-87.50 192.87 84.52 2.20449e-08 1.10225e-09 956.92200
-86.50 192.87 83.65 2.28181e-08 1.14090e-09 956.92200
-85.50 192.87 82.77 2.42841e-08 1.21420e-09 956.92200
-84.50 192.87 81.90 2.56421e-08 1.28211e-09 956.92200
-83.50 192.87 81.02 2.67674e-08 1.33837e-09 956.92200
-82.50 192.87 80.14 2.73997e-08 1.36999e-09 956.92200
-81.50 192.87 79.26 2.75631e-08 1.37816e-09 956.92200
-80.50 192.87 78.39 2.74564e-08 1.37282e-09 956.92200
-79.50 192.87 77.50 2.73539e-08 1.36769e-09 956.92200
-78.50 192.87 76.62 2.70564e-08 1.35282e-09 956.92200
-77.50 192.87 75.74 2.65447e-08 1.32723e-09 956.92200
-76.50 192.87 74.85 2.58130e-08 1.29065e-09 956.92200
-75.50 192.87 73.97 2.50268e-08 1.25134e-09 956.92200
-74.50 192.87 73.08 2.41872e-08 1.20936e-09 956.92200
-73.50 192.87 72.19 2.32397e-08 1.16198e-09 956.92200
-72.50 192.87 71.30 2.22807e-08 1.11403e-09 956.92200
-71.50 192.87 70.40 2.15587e-08 1.07793e-09 956.92200
-70.50 192.87 69.50 2.09594e-08 1.04797e-09 956.92200
-69.50 192.87 68.61 2.04720e-08 1.02360e-09 956.92200
-68.50 192.87 67.70 2.01891e-08 1.00945e-09 956.92200
-67.50 192.87 66.80 2.00797e-08 1.00398e-09 956.92200
-66.50 192.87 65.89 2.01176e-08 1.00588e-09 956.92200
-65.50 192.87 64.98 2.03407e-08 1.01703e-09 956.92200
-64.50 192.87 64.07 2.05860e-08 1.02930e-09 956.92200
-63.50 192.87 63.15 2.07732e-08 1.03866e-09 956.92200
-62.50 192.87 62.23 2.08679e-08 1.04340e-09 956.92200
-61.50 192.87 61.31 2.10255e-08 1.05128e-09 956.92200
-60.50 192.87 60.39 2.13531e-08 1.06765e-09 956.92200
-59.50 192.87 59.46 2.18718e-08 1.09359e-09 956.92200
-58.50 192.87 58.53 2.23168e-08 1.11584e-09 956.92200
-57.50 192.87 57.59 2.24056e-08 1.12028e-09 956.92200
-56.50 192.87 56.65 2.22514e-08 1.11257e-09 956.92200
-55.50 192.87 55.70 2.22928e-08 1.11464e-09 956.92200
-54.50 192.87 54.76 2.26719e-08 1.13359e-09 956.92200
-53.50 192.87 53.81 2.30247e-08 1.15123e-09 956.92200
-52.50 192.87 52.85 2.33192e-08 1.16596e-09 956.92200
-51.50 192.87 51.89 2.38026e-08 1.19013e-09 956.92200
-50.50 192.87 50.92 2.43884e-08 1.21942e-09 956.92200
-49.50 192.87 49.96 2.46754e-08 1.23377e-09 956.92200
-48.50 192.87 48.98 2.45489e-08 1.22745e-09 956.92200
-47.50 192.87 48.01 2.43059e-08 1.21530e-09 956.92200
-46.50 192.87 47.02 2.45711e-08 1.22856e-09 956.92200
-45.50 192.87 46.04 2.52681e-08 1.26340e-09 956.92200
-44.50 192.87 45.05 2.60375e-08 1.30187e-09 956.92200
-43.50 192.87 44.05 2.71179e-08 1.35590e-09 956.92200
-42.50 192.87 43.05 2.84105e-08 1.42052e-09 956.92200
-41.50 192.87 42.05 2.91530e-08 1.45765e-09 956.92200
-40.50 192.87 41.04 2.91678e-08 1.45839e-09 956.92200
-39.50 192.87 40.02 2.86080e-08 1.43040e-09 956.92200
-38.50 192.87 39.00 2.74481e-08 1.37240e-09 956.92200
-37.50 192.87 37.98 2.68058e-08 1.34029e-09 956.92200
-36.50 192.87 36.95 2.68807e-08 1.34404e-09 956.92200
-35.50 192.87 35.92 2.77358e-08 1.38679e-09 956.92200
-34.50 192.87 34.88 2.93070e-08 1.46535e-09 956.92200
-33.50 192.87 33.83 3.03821e-08 1.51911e-09 956.92200
-32.50 192.87 32.79 3.01398e-08 1.50699e-09 956.92200
-31.50 192.87 31.73 2.98215e-08 1.49107e-09 956.92200
-30.50 192.87 30.68 2.93773e-08 1.46887e-09 956.92200
-29.50 192.87 29.61 2.98785e-08 1.49392e-09 956.92200
-28.50 192.87 28.55 3.12544e-08 1.56272e-09 956.92200
-27.50 192.87 27.48 3.36074e-08 1.68037e-09 956.92200
-26.50 192.87 26.40 3.47742e-08 1.73871e-09 956.92200
-25.50 192.87 25.32 3.52304e-08 1.76152e-09 956.92200
-24.50 192.87 24.24 3.49551e-08 1.74775e-09 956.92200
-23.50 192.87 23.15 3.32946e-08 1.66473e-09 956.92200
-22.50 192.87 22.06 3.06693e-08 1.53347e-09 956.92200
-21.50 192.87 20.96 2.87179e-08 1.43590e-09 956.92200
-20.50 192.87 19.86 2.78407e-08 1.39203e-09 956.92200
-19.50 192.87 18.76 2.77498e-08 1.38749e-09 956.92200
-18.50 192.87 17.65 2.85760e-08 1.42880e-09 956.92200
-17.50 192.87 16.54 3.09745e-08 1.54873e-09 956.92200
-16.50 192.87 15.43 3.52601e-08 1.76301e-09 956.92200
-15.50 192.87 14.31 3.98447e-08 1.99223e-09 956.92200
-14.50 211.37 13.18 4.16413e-08 2.08206e-09 956.92200
-13.50 211.37 12.06 4.14900e-08 2.07450e-09 956.92200
-12.50 211.37 10.93 3.99940e-08 1.99970e-09 956.92200
-11.50 211.37 9.81 3.82336e-08 1.91168e-09 956.92200
-10.50 211.37 8.68 3.67310e-08 1.83655e-09 956.92200
-9.50 211.37 7.54 3.63322e-08 1.81661e-09 956.92200
-8.50 211.37 6.41 3.74340e-08 1.87170e-09 956.92200
-7.50 211.37 5.27 3.84287e-08 1.92144e-09 956.92200
-6.50 211.37 4.13 3.64929e-08 1.82464e-09 956.92200
-5.50 211.37 2.99 3.32653e-08 1.66327e-09 956.92200
-4.50 211.37 1.85 3.13655e-08 1.56827e-09 956.92200
-3.50 211.37 0.71 3.04032e-08 1.52016e-09 956.92200
-2.50 211.37 0.14 2.98807e-08 1.49403e-09 956.92200
-1.50 211.37 1.00 2.98137e-08 1.49069e-09 956.92200
-0.50 211.37 2.14 2.98200e-08 1.49100e-09 956.92200
0.50 211.37 3.86 2.96242e-08 1.48121e-09 956.92200
1.50 211.37 4.43 2.94521e-08 1.47260e-09 956.92200
2.50 211.37 5.57 2.91946e-08 1.45973e-09 956.92200
3.50 211.37 6.71 2.90933e-08 1.45467e-09 956.92200
4.50 211.37 7.86 2.92892e-08 1.46446e-09 956.92200
5.50 211.37 9.00 3.01436e-08 1.50718e-09 956.92200
6.50 211.37 10.14 3.19478e-08 1.59739e-09 956.92200
7.50 211.37 11.28 3.46873e-08 1.73436e-09 956.92200
8.50 211.37 12.42 3.74596e-08 1.87298e-09 956.92200
9.50 211.37 13.55 4.06984e-08 2.03492e-09 956.92200
10.50 211.37 14.69 4.36727e-08 2.18363e-09 956.92200
11.50 211.37 15.82 4.58578e-08 2.29289e-09 956.92200
12.50 211.37 16.95 4.65219e-08 2.32610e-09 956.92200
13.50 211.37 18.07 4.58573e-08 2.29287e-09 956.92200
14.50 211.37 19.20 4.38103e-08 2.19052e-09 956.92200
15.50 211.37 20.32 3.99761e-08 1.99880e-09 956.92200
16.50 229.87 21.44 4.03847e-08 2.01923e-09 956.92200
17.50 229.87 22.56 3.52970e-08 1.76485e-09 956.92200
18.50 229.87 23.67 3.16021e-08 1.58011e-09 956.92200
19.50 229.87 24.78 3.01906e-08 1.50953e-09 956.92200
20.50 229.87 25.88 3.03149e-08 1.51575e-09 956.92200
21.50 229.87 26.98 3.20868e-08 1.60434e-09 956.92200
22.50 229.87 28.08 3.44413e-08 1.72206e-09 956.92200
23.50 229.87 29.18 3.39174e-08 1.69587e-09 956.92200
24.50 229.87 30.27 3.14078e-08 1.57039e-09 956.92200
25.50 229.87 31.35 2.97407e-08 1.48703e-09 956.92200
26.50 229.87 32.44 2.95517e-08 1.47759e-09 956.92200
27.50 229.87 33.51 2.89946e-08 1.44973e-09 956.92200
28.50 229.87 34.59 2.68362e-08 1.34181e-09 956.92200
29.50 229.87 35.65 2.53114e-08 1.26557e-09 956.92200
30.50 229.87 36.72 2.49696e-08 1.24848e-09 956.92200
31.50 229.87 37.78 2.56217e-08 1.28108e-09 956.92200
32.50 229.87 38.83 2.66411e-08 1.33205e-09 956.92200
33.50 229.87 39.88 2.69970e-08 1.34985e-09 956.92200
34.50 229.87 40.93 2.74317e-08 1.37159e-09 956.92200
35.50 229.87 41.97 2.65432e-08 1.32716e-09 956.92200
36.50 229.87 43.01 2.49916e-08 1.24958e-09 956.92200
37.50 229.87 44.04 2.40204e-08 1.20102e-09 956.92200
38.50 229.87 45.06 2.38067e-08 1.19033e-09 956.92200
39.50 229.87 46.09 2.42138e-08 1.21069e-09 956.92200
40.50 229.87 47.10 2.44740e-08 1.22370e-09 956.92200
41.50 229.87 48.11 2.40472e-08 1.20236e-09 956.92200
42.50 229.87 49.12 2.35602e-08 1.17801e-09 956.92200
43.50 229.87 50.12 2.37103e-08 1.18551e-09 956.92200
44.50 229.87 51.12 2.40019e-08 1.20009e-09 956.92200
45.50 229.87 52.12 2.38518e-08 1.19259e-09 956.92200
46.50 229.87 53.10 2.35464e-08 1.17732e-09 956.92200
47.50 229.87 54.09 2.34482e-08 1.17241e-09 956.92200
48.50 229.87 55.07 2.33093e-08 1.16546e-09 956.92200
49.50 229.87 56.04 2.30058e-08 1.15029e-09 956.92200
