# LAT    LCM    MU    RAD    ERROR    NU
-89.50 171.48 86.27 8.58013e-09 4.29006e-10 1012.52000
-88.50 171.48 85.39 8.64145e-09 4.32073e-10 1012.52000
-87.50 171.48 84.52 8.76591e-09 4.38295e-10 1012.52000
-86.50 171.48 83.64 9.09248e-09 4.54624e-10 1012.52000
-85.50 171.48 82.77 9.70611e-09 4.85305e-10 1012.52000
-84.50 171.48 81.89 1.01903e-08 5.09517e-10 1012.52000
-83.50 171.48 81.01 1.06780e-08 5.33899e-10 1012.52000
-82.50 171.48 80.14 1.11066e-08 5.55330e-10 1012.52000
-81.50 171.48 79.26 1.15153e-08 5.75767e-10 1012.52000
-80.50 171.48 78.38 1.18607e-08 5.93037e-10 1012.52000
-79.50 171.48 77.50 1.22004e-08 6.10020e-10 1012.52000
-78.50 171.48 76.62 1.25049e-08 6.25246e-10 1012.52000
-77.50 171.48 75.73 1.27733e-08 6.38663e-10 1012.52000
-76.50 171.48 74.85 1.29572e-08 6.47860e-10 1012.52000
-75.50 171.48 73.96 1.31402e-08 6.57012e-10 1012.52000
-74.50 171.48 73.07 1.32385e-08 6.61924e-10 1012.52000
-73.50 171.48 72.18 1.32775e-08 6.63876e-10 1012.52000
-72.50 171.48 71.29 1.33454e-08 6.67269e-10 1012.52000
-71.50 171.48 70.39 1.34254e-08 6.71271e-10 1012.52000
-70.50 171.48 69.50 1.35216e-08 6.76081e-10 1012.52000
-69.50 171.48 68.60 1.36522e-08 6.82609e-10 1012.52000
-68.50 171.48 67.70 1.38386e-08 6.91931e-10 1012.52000
-67.50 171.48 66.79 1.40545e-08 7.02726e-10 1012.52000
-66.50 171.48 65.88 1.43093e-08 7.15467e-10 1012.52000
-65.50 171.48 64.98 1.46181e-08 7.30907e-10 1012.52000
-64.50 171.48 64.06 1.49344e-08 7.46719e-10 1012.52000
-63.50 171.48 63.15 1.52016e-08 7.60080e-10 1012.52000
-62.50 171.48 62.23 1.54155e-08 7.70774e-10 1012.52000
-61.50 171.48 61.31 1.56355e-08 7.81775e-10 1012.52000
-60.50 171.48 60.38 1.59504e-08 7.97519e-10 1012.52000
-59.50 171.48 59.45 1.62981e-08 8.14904e-10 1012.52000
-58.50 171.48 58.52 1.65976e-08 8.29880e-10 1012.52000
-57.50 171.48 57.58 1.67026e-08 8.35129e-10 1012.52000
-56.50 171.48 56.64 1.67136e-08 8.35681e-10 1012.52000
-55.50 171.48 55.70 1.68098e-08 8.40491e-10 1012.52000
-54.50 171.48 54.75 1.70324e-08 8.51620e-10 1012.52000
-53.50 171.48 53.80 1.72845e-08 8.64224e-10 1012.52000
-52.50 171.48 52.84 1.75270e-08 8.76349e-10 1012.52000
-51.50 171.48 51.88 1.78313e-08 8.91564e-10 1012.52000
-50.50 171.48 50.92 1.81745e-08 9.08724e-10 1012.52000
-49.50 171.48 49.95 1.83572e-08 9.17861e-10 1012.52000
-48.50 171.48 48.98 1.83626e-08 9.18128e-10 1012.52000
-47.50 171.48 48.00 1.83053e-08 9.15263e-10 1012.52000
-46.50 171.48 47.02 1.84744e-08 9.23718e-10 1012.52000
-45.50 171.48 46.03 1.88920e-08 9.44599e-10 1012.52000
-44.50 171.48 45.04 1.93785e-08 9.68923e-10 1012.52000
-43.50 171.48 44.04 2.00065e-08 1.00032e-09 1012.52000
-42.50 171.48 43.04 2.06862e-08 1.03431e-09 1012.52000
-41.50 171.48 42.04 2.11356e-08 1.05678e-09 1012.52000
-40.50 171.48 41.03 2.12139e-08 1.06070e-09 1012.52000
-39.50 171.48 40.01 2.09610e-08 1.04805e-09 1012.52000
-38.50 171.48 38.99 2.03865e-08 1.01932e-09 1012.52000
-37.50 171.48 37.97 2.00977e-08 1.00489e-09 1012.52000
-36.50 171.48 36.94 2.02229e-08 1.01114e-09 1012.52000
-35.50 171.48 35.91 2.07120e-08 1.03560e-09 1012.52000
-34.50 171.48 34.87 2.14702e-08 1.07351e-09 1012.52000
-33.50 171.48 33.83 2.18337e-08 1.09168e-09 1012.52000
-32.50 171.48 32.78 2.18467e-08 1.09233e-09 1012.52000
-31.50 171.48 31.72 2.16368e-08 1.08184e-09 1012.52000
-30.50 171.48 30.67 2.17224e-08 1.08612e-09 1012.52000
-29.50 171.48 29.61 2.21155e-08 1.10578e-09 1012.52000
-28.50 171.48 28.54 2.32065e-08 1.16033e-09 1012.52000
-27.50 171.48 27.47 2.44947e-08 1.22474e-09 1012.52000
-26.50 171.48 26.39 2.52766e-08 1.26383e-09 1012.52000
-25.50 171.48 25.31 2.53845e-08 1.26923e-09 1012.52000
-24.50 171.48 24.23 2.51436e-08 1.25718e-09 1012.52000
-23.50 171.48 23.14 2.43765e-08 1.21883e-09 1012.52000
-22.50 171.48 22.05 2.30302e-08 1.15151e-09 1012.52000
-21.50 171.48 20.95 2.18668e-08 1.09334e-09 1012.52000
-20.50 171.48 19.85 2.12802e-08 1.06401e-09 1012.52000
-19.50 171.48 18.75 2.11932e-08 1.05966e-09 1012.52000
-18.50 171.48 17.64 2.17344e-08 1.08672e-09 1012.52000
-17.50 171.48 16.53 2.31172e-08 1.15586e-09 1012.52000
-16.50 171.48 15.42 2.54778e-08 1.27389e-09 1012.52000
-15.50 171.48 14.30 2.79572e-08 1.39786e-09 1012.52000
-14.50 188.37 13.18 2.82909e-08 1.41455e-09 1012.52000
-13.50 188.37 12.06 2.85161e-08 1.42581e-09 1012.52000
-12.50 188.37 10.93 2.79768e-08 1.39884e-09 1012.52000
-11.50 188.37 9.80 2.72675e-08 1.36338e-09 1012.52000
-10.50 188.37 8.67 2.66927e-08 1.33464e-09 1012.52000
-9.50 188.37 7.54 2.65832e-08 1.32916e-09 1012.52000
-8.50 188.37 6.40 2.71629e-08 1.35814e-09 1012.52000
-7.50 188.37 5.27 2.74518e-08 1.37259e-09 1012.52000
-6.50 188.37 4.13 2.62542e-08 1.31271e-09 1012.52000
-5.50 188.37 2.99 2.45078e-08 1.22539e-09 1012.52000
-4.50 188.37 1.85 2.33165e-08 1.16582e-09 1012.52000
-3.50 188.37 0.71 2.26855e-08 1.13428e-09 1012.52000
-2.50 188.37 0.14 2.23364e-08 1.11682e-09 1012.52000
-1.50 188.37 1.00 2.21994e-08 1.10997e-09 1012.52000
-0.50 188.37 2.14 2.20933e-08 1.10466e-09 1012.52000
0.50 188.37 3.86 2.18770e-08 1.09385e-09 1012.52000
1.50 188.37 4.43 2.17280e-08 1.08640e-09 1012.52000
2.50 188.37 5.57 2.15535e-08 1.07768e-09 1012.52000
3.50 188.37 6.71 2.15078e-08 1.07539e-09 1012.52000
4.50 188.37 7.86 2.17478e-08 1.08739e-09 1012.52000
5.50 188.37 9.00 2.24006e-08 1.12003e-09 1012.52000
6.50 188.37 10.14 2.36123e-08 1.18061e-09 1012.52000
7.50 188.37 11.28 2.54001e-08 1.27001e-09 1012.52000
8.50 188.37 12.42 2.73785e-08 1.36892e-09 1012.52000
9.50 188.37 13.55 2.91233e-08 1.45617e-09 1012.52000
10.50 188.37 14.69 3.06118e-08 1.53059e-09 1012.52000
11.50 188.37 15.82 3.17095e-08 1.58547e-09 1012.52000
12.50 188.37 16.95 3.20454e-08 1.60227e-09 1012.52000
13.50 188.37 18.07 3.16725e-08 1.58362e-09 1012.52000
14.50 188.37 19.20 3.04662e-08 1.52331e-09 1012.52000
15.50 188.37 20.32 2.82141e-08 1.41070e-09 1012.52000
16.50 205.27 21.44 2.82419e-08 1.41209e-09 1012.52000
17.50 205.27 22.56 2.53529e-08 1.26765e-09 1012.52000
18.50 205.27 23.67 2.33023e-08 1.16511e-09 1012.52000
19.50 205.27 24.78 2.24980e-08 1.12490e-09 1012.52000
20.50 205.27 25.88 2.26308e-08 1.13154e-09 1012.52000
21.50 205.27 26.98 2.36082e-08 1.18041e-09 1012.52000
22.50 205.27 28.08 2.45529e-08 1.22765e-09 1012.52000
23.50 205.27 29.18 2.39949e-08 1.19975e-09 1012.52000
24.50 205.27 30.27 2.26327e-08 1.13163e-09 1012.52000
25.50 205.27 31.35 2.18275e-08 1.09138e-09 1012.52000
26.50 205.27 32.44 2.15610e-08 1.07805e-09 1012.52000
27.50 205.27 33.51 2.11115e-08 1.05558e-09 1012.52000
28.50 205.27 34.59 2.00892e-08 1.00446e-09 1012.52000
29.50 205.27 35.65 1.92217e-08 9.61085e-10 1012.52000
30.50 205.27 36.72 1.89849e-08 9.49244e-10 1012.52000
31.50 205.27 37.78 1.93188e-08 9.65942e-10 1012.52000
32.50 205.27 38.83 1.98091e-08 9.90455e-10 1012.52000
