# LAT    LCM    MU    RAD    ERROR    NU
33.50 205.27 39.88 2.01427e-08 1.00714e-09 1012.52000
34.50 205.27 40.93 2.01383e-08 1.00691e-09 1012.52000
35.50 205.27 41.97 1.94068e-08 9.70340e-10 1012.52000
36.50 205.27 43.01 1.84643e-08 9.23214e-10 1012.52000
37.50 205.27 44.04 1.78336e-08 8.91678e-10 1012.52000
38.50 205.27 45.06 1.77427e-08 8.87133e-10 1012.52000
39.50 205.27 46.09 1.79730e-08 8.98649e-10 1012.52000
40.50 205.27 47.10 1.80757e-08 9.03784e-10 1012.52000
41.50 205.27 48.11 1.79133e-08 8.95663e-10 1012.52000
42.50 205.27 49.12 1.77462e-08 8.87308e-10 1012.52000
43.50 205.27 50.12 1.78122e-08 8.90609e-10 1012.52000
44.50 205.27 51.12 1.78906e-08 8.94529e-10 1012.52000
45.50 205.27 52.12 1.77956e-08 8.89782e-10 1012.52000
46.50 205.27 53.11 1.76545e-08 8.82723e-10 1012.52000
47.50 205.27 54.09 1.75496e-08 8.77478e-10 1012.52000
48.50 205.27 55.07 1.74043e-08 8.70216e-10 1012.52000
49.50 205.27 56.04 1.71776e-08 8.58878e-10 1012.52000
50.50 205.27 57.01 1.69303e-08 8.46515e-10 1012.52000
51.50 205.27 57.98 1.67770e-08 8.38848e-10 1012.52000
52.50 205.27 58.94 1.67263e-08 8.36316e-10 1012.52000
53.50 205.27 59.90 1.67092e-08 8.35461e-10 1012.52000
54.50 205.27 60.86 1.65725e-08 8.28626e-10 1012.52000
55.50 205.27 61.81 1.63140e-08 8.15702e-10 1012.52000
56.50 205.27 62.75 1.60529e-08 8.02646e-10 1012.52000
57.50 205.27 63.69 1.57885e-08 7.89423e-10 1012.52000
58.50 205.27 64.63 1.55115e-08 7.75574e-10 1012.52000
59.50 205.27 65.57 1.52586e-08 7.62929e-10 1012.52000
60.50 205.27 66.50 1.50234e-08 7.51171e-10 1012.52000
61.50 205.27 67.42 1.48018e-08 7.40092e-10 1012.52000
62.50 205.27 68.35 1.45039e-08 7.25194e-10 1012.52000
63.50 205.27 69.27 1.41245e-08 7.06225e-10 1012.52000
64.50 205.27 70.19 1.36929e-08 6.84645e-10 1012.52000
65.50 205.27 71.10 1.32821e-08 6.64104e-10 1012.52000
66.50 205.27 72.01 1.28659e-08 6.43295e-10 1012.52000
67.50 205.27 72.92 1.24260e-08 6.21298e-10 1012.52000
68.50 205.27 73.83 1.20024e-08 6.00118e-10 1012.52000
69.50 205.27 74.73 1.15716e-08 5.78581e-10 1012.52000
70.50 205.27 75.63 1.11881e-08 5.59404e-10 1012.52000
71.50 205.27 76.53 1.08227e-08 5.41134e-10 1012.52000
72.50 205.27 77.42 1.04516e-08 5.22578e-10 1012.52000
73.50 205.27 78.32 1.00894e-08 5.04471e-10 1012.52000
74.50 205.27 79.21 9.76136e-09 4.88068e-10 1012.52000
75.50 205.27 80.10 9.43944e-09 4.71972e-10 1012.52000
76.50 205.27 80.99 9.10571e-09 4.55285e-10 1012.52000
77.50 205.27 81.87 8.77302e-09 4.38651e-10 1012.52000
78.50 205.27 82.76 8.44572e-09 4.22286e-10 1012.52000
79.50 205.27 83.64 8.15711e-09 4.07856e-10 1012.52000
80.50 205.27 84.52 7.90368e-09 3.95184e-10 1012.52000
81.50 205.27 85.40 7.74775e-09 3.87387e-10 1012.52000
82.50 205.27 86.28 7.66126e-09 3.83063e-10 1012.52000
83.50 178.22 87.16 7.88900e-09 3.94450e-10 1012.52000
84.50 178.22 88.04 7.80206e-09 3.90103e-10 1012.52000
85.50 178.22 88.91 7.72036e-09 3.86018e-10 1012.52000
86.50 178.22 89.59 7.67065e-09 3.83532e-10 1012.52000
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
