# LAT    LCM    MU    RAD    ERROR    NU
-89.50 145.33 86.27 5.10796e-09 2.55398e-10 1163.07550
-88.50 190.38 85.39 5.42334e-09 2.71167e-10 1163.07550
-87.50 190.38 84.52 5.47717e-09 2.73859e-10 1163.07550
-86.50 190.38 83.64 5.66952e-09 2.83476e-10 1163.07550
-85.50 190.38 82.77 6.03107e-09 3.01554e-10 1163.07550
-84.50 190.38 81.89 6.35610e-09 3.17805e-10 1163.07550
-83.50 190.38 81.01 6.67261e-09 3.33630e-10 1163.07550
-82.50 190.38 80.14 6.95227e-09 3.47613e-10 1163.07550
-81.50 190.38 79.26 7.20890e-09 3.60445e-10 1163.07550
-80.50 190.38 78.38 7.49265e-09 3.74632e-10 1163.07550
-79.50 190.38 77.50 7.85257e-09 3.92628e-10 1163.07550
-78.50 190.38 76.61 8.20996e-09 4.10498e-10 1163.07550
-77.50 190.38 75.73 8.54533e-09 4.27266e-10 1163.07550
-76.50 190.38 74.85 8.89617e-09 4.44808e-10 1163.07550
-75.50 190.38 73.96 9.18342e-09 4.59171e-10 1163.07550
-74.50 190.38 73.07 9.48785e-09 4.74393e-10 1163.07550
-73.50 190.38 72.18 9.77391e-09 4.88695e-10 1163.07550
-72.50 190.38 71.29 1.00055e-08 5.00276e-10 1163.07550
-71.50 190.38 70.39 1.02519e-08 5.12596e-10 1163.07550
-70.50 190.38 69.50 1.05412e-08 5.27060e-10 1163.07550
-69.50 190.38 68.60 1.08157e-08 5.40786e-10 1163.07550
-68.50 190.38 67.70 1.11208e-08 5.56041e-10 1163.07550
-67.50 190.38 66.79 1.14372e-08 5.71861e-10 1163.07550
-66.50 190.38 65.88 1.17717e-08 5.88585e-10 1163.07550
-65.50 190.38 64.97 1.21309e-08 6.06543e-10 1163.07550
-64.50 190.38 64.06 1.24426e-08 6.22130e-10 1163.07550
-63.50 190.38 63.15 1.26313e-08 6.31567e-10 1163.07550
-62.50 190.38 62.23 1.27219e-08 6.36097e-10 1163.07550
-61.50 190.38 61.30 1.28502e-08 6.42511e-10 1163.07550
-60.50 190.38 60.38 1.30302e-08 6.51510e-10 1163.07550
-59.50 190.38 59.45 1.31463e-08 6.57313e-10 1163.07550
-58.50 190.38 58.52 1.31795e-08 6.58975e-10 1163.07550
-57.50 190.38 57.58 1.30718e-08 6.53592e-10 1163.07550
-56.50 190.38 56.64 1.30056e-08 6.50279e-10 1163.07550
-55.50 190.38 55.70 1.33066e-08 6.65329e-10 1163.07550
-54.50 190.38 54.75 1.37776e-08 6.88880e-10 1163.07550
-53.50 190.38 53.80 1.42626e-08 7.13129e-10 1163.07550
