# LAT    LCM    MU    RAD    ERROR    NU    VIEW
-89.50 137.76 86.27 1.56228e-08 7.81142e-10 956.92200 -1.0
-88.50 137.76 85.40 1.57818e-08 7.89089e-10 956.92200 -1.0
-87.50 137.76 84.52 1.61219e-08 8.06094e-10 956.92200 -1.0
-86.50 137.76 83.65 1.68669e-08 8.43343e-10 956.92200 -1.0
-85.50 137.76 82.77 1.81693e-08 9.08464e-10 956.92200 -1.0
-84.50 137.76 81.90 1.92442e-08 9.62208e-10 956.92200 -1.0
-83.50 137.76 81.02 1.98569e-08 9.92843e-10 956.92200 -1.0
-82.50 137.76 80.14 1.96880e-08 9.84398e-10 956.92200 -1.0
-81.50 137.76 79.26 1.88989e-08 9.44945e-10 956.92200 -1.0
-80.50 137.76 78.39 1.82146e-08 9.10730e-10 956.92200 -1.0
-79.50 137.76 77.50 1.77812e-08 8.89060e-10 956.92200 -1.0
-78.50 137.76 76.62 1.73914e-08 8.69570e-10 956.92200 -1.0
-77.50 137.76 75.74 1.71154e-08 8.55769e-10 956.92200 -1.0
-76.50 137.76 74.85 1.67802e-08 8.39010e-10 956.92200 -1.0
-75.50 137.76 73.97 1.65014e-08 8.25068e-10 956.92200 -1.0
-74.50 137.76 73.08 1.62414e-08 8.12069e-10 956.92200 -1.0
-73.50 137.76 72.19 1.58322e-08 7.91611e-10 956.92200 -1.0
-72.50 137.76 71.30 1.54710e-08 7.73549e-10 956.92200 -1.0
-71.50 137.76 70.40 1.53211e-08 7.66054e-10 956.92200 -1.0
-70.50 137.76 69.50 1.52437e-08 7.62183e-10 956.92200 -1.0
-69.50 137.76 68.61 1.53068e-08 7.65339e-10 956.92200 -1.0
-68.50 137.76 67.70 1.54405e-08 7.72027e-10 956.92200 -1.0
-67.50 137.76 66.80 1.56308e-08 7.81540e-10 956.92200 -1.0
-66.50 137.76 65.89 1.58052e-08 7.90262e-10 956.92200 -1.0
-65.50 137.76 64.98 1.61397e-08 8.06984e-10 956.92200 -1.0
-64.50 137.76 64.07 1.65619e-08 8.28097e-10 956.92200 -1.0
-63.50 137.76 63.15 1.68862e-08 8.44312e-10 956.92200 -1.0
-62.50 137.76 62.23 1.70576e-08 8.52879e-10 956.92200 -1.0
-61.50 137.76 61.31 1.71879e-08 8.59394e-10 956.92200 -1.0
-60.50 137.76 60.39 1.73895e-08 8.69473e-10 956.92200 -1.0
-59.50 137.76 59.46 1.79258e-08 8.96292e-10 956.92200 -1.0
-58.50 137.76 58.53 1.84066e-08 9.20329e-10 956.92200 -1.0
-57.50 137.76 57.59 1.85862e-08 9.29310e-10 956.92200 -1.0
-56.50 137.76 56.65 1.84325e-08 9.21627e-10 956.92200 -1.0
-55.50 137.76 55.70 1.84013e-08 9.20067e-10 956.92200 -1.0
-54.50 137.76 54.76 1.87891e-08 9.39457e-10 956.92200 -1.0
-53.50 137.76 53.81 1.91430e-08 9.57149e-10 956.92200 -1.0
-52.50 137.76 52.85 1.94297e-08 9.71487e-10 956.92200 -1.0
-51.50 137.76 51.89 1.99061e-08 9.95305e-10 956.92200 -1.0
-50.50 137.76 50.92 2.04397e-08 1.02199e-09 956.92200 -1.0
-49.50 137.76 49.96 2.06257e-08 1.03129e-09 956.92200 -1.0
-48.50 137.76 48.98 2.05979e-08 1.02989e-09 956.92200 -1.0
-47.50 137.76 48.01 2.02324e-08 1.01162e-09 956.92200 -1.0
-46.50 137.76 47.02 2.02450e-08 1.01225e-09 956.92200 -1.0
-45.50 137.76 46.04 2.07841e-08 1.03920e-09 956.92200 -1.0
-44.50 137.76 45.05 2.14300e-08 1.07150e-09 956.92200 -1.0
-43.50 137.76 44.05 2.22930e-08 1.11465e-09 956.92200 -1.0
-42.50 137.76 43.05 2.32986e-08 1.16493e-09 956.92200 -1.0
-41.50 137.76 42.05 2.38688e-08 1.19344e-09 956.92200 -1.0
-40.50 137.76 41.04 2.37231e-08 1.18615e-09 956.92200 -1.0
-39.50 137.76 40.02 2.34511e-08 1.17255e-09 956.92200 -1.0
-38.50 137.76 39.00 2.25141e-08 1.12570e-09 956.92200 -1.0
-37.50 137.76 37.98 2.18196e-08 1.09098e-09 956.92200 -1.0
-36.50 137.76 36.95 2.18588e-08 1.09294e-09 956.92200 -1.0
-35.50 137.76 35.92 2.25715e-08 1.12857e-09 956.92200 -1.0
-34.50 137.76 34.88 2.38664e-08 1.19332e-09 956.92200 -1.0
-33.50 137.76 33.83 2.46007e-08 1.23004e-09 956.92200 -1.0
-32.50 137.76 32.79 2.43865e-08 1.21933e-09 956.92200 -1.0
-31.50 137.76 31.73 2.44547e-08 1.22273e-09 956.92200 -1.0
-30.50 137.76 30.68 2.40713e-08 1.20357e-09 956.92200 -1.0
-29.50 137.76 29.61 2.48862e-08 1.24431e-09 956.92200 -1.0
-28.50 137.76 28.55 2.60870e-08 1.30435e-09 956.92200 -1.0
-27.50 137.76 27.48 2.87703e-08 1.43851e-09 956.92200 -1.0
-26.50 137.76 26.40 2.99055e-08 1.49528e-09 956.92200 -1.0
-25.50 137.76 25.32 3.02603e-08 1.51301e-09 956.92200 -1.0
-24.50 137.76 24.24 3.01310e-08 1.50655e-09 956.92200 -1.0
-23.50 137.76 23.15 2.99410e-08 1.49705e-09 956.92200 -1.0
-22.50 137.76 22.06 2.90222e-08 1.45111e-09 956.92200 -1.0
-21.50 137.76 20.96 2.69142e-08 1.34571e-09 956.92200 -1.0
-20.50 137.76 19.86 2.54860e-08 1.27430e-09 956.92200 -1.0
-19.50 137.76 18.76 2.47273e-08 1.23637e-09 956.92200 -1.0
-18.50 137.76 17.65 2.46566e-08 1.23283e-09 956.92200 -1.0
-17.50 137.76 16.54 2.58090e-08 1.29045e-09 956.92200 -1.0
-16.50 137.76 15.43 2.84639e-08 1.42320e-09 956.92200 -1.0
-15.50 137.76 14.31 3.18515e-08 1.59258e-09 956.92200 -1.0
-14.50 137.76 13.19 3.31607e-08 1.65803e-09 956.92200 -1.0
-13.50 137.76 12.06 3.29256e-08 1.64628e-09 956.92200 -1.0
-12.50 137.76 10.94 3.23443e-08 1.61722e-09 956.92200 -1.0
-11.50 137.76 9.81 3.18940e-08 1.59470e-09 956.92200 -1.0
-10.50 137.76 8.68 3.11817e-08 1.55909e-09 956.92200 -1.0
-9.50 137.76 7.55 3.11845e-08 1.55923e-09 956.92200 -1.0
-8.50 137.76 6.41 3.24719e-08 1.62360e-09 956.92200 -1.0
-7.50 137.76 5.28 3.43074e-08 1.71537e-09 956.92200 -1.0
-6.50 137.76 4.14 3.31048e-08 1.65524e-09 956.92200 -1.0
-5.50 137.76 3.00 3.00521e-08 1.50260e-09 956.92200 -1.0
-4.50 137.76 1.87 2.79334e-08 1.39667e-09 956.92200 -1.0
-3.50 137.76 0.75 2.66785e-08 1.33392e-09 956.92200 -1.0
-2.50 137.76 0.28 2.59023e-08 1.29511e-09 956.92200 -1.0
-1.50 137.76 1.03 2.57101e-08 1.28551e-09 956.92200 -1.0
-0.50 137.76 2.16 2.57264e-08 1.28632e-09 956.92200 -1.0
0.50 137.76 3.87 2.55382e-08 1.27691e-09 956.92200 -1.0
1.50 137.76 4.44 2.52972e-08 1.26486e-09 956.92200 -1.0
2.50 137.76 5.58 2.48208e-08 1.24104e-09 956.92200 -1.0
3.50 137.76 6.72 2.44445e-08 1.22223e-09 956.92200 -1.0
4.50 137.76 7.87 2.47146e-08 1.23573e-09 956.92200 -1.0
5.50 137.76 9.01 2.57543e-08 1.28771e-09 956.92200 -1.0
6.50 137.76 10.15 2.73067e-08 1.36533e-09 956.92200 -1.0
7.50 137.76 11.28 2.91775e-08 1.45887e-09 956.92200 -1.0
8.50 137.76 12.42 3.02049e-08 1.51024e-09 956.92200 -1.0
9.50 137.76 13.56 3.23739e-08 1.61870e-09 956.92200 -1.0
10.50 137.76 14.69 3.41213e-08 1.70607e-09 956.92200 -1.0
