# LAT    LCM    MU    RAD    ERROR    NU    VIEW
-89.50 143.52 86.27 4.41264e-09 2.20632e-10 1112.15000 -1.0
-88.50 143.52 85.40 4.45375e-09 2.22688e-10 1112.15000 -1.0
-87.50 143.52 84.52 4.51630e-09 2.25815e-10 1112.15000 -1.0
-86.50 143.52 83.65 4.73257e-09 2.36628e-10 1112.15000 -1.0
-85.50 143.52 82.77 4.95533e-09 2.47766e-10 1112.15000 -1.0
-84.50 143.52 81.90 5.21764e-09 2.60882e-10 1112.15000 -1.0
-83.50 143.52 81.02 5.49187e-09 2.74594e-10 1112.15000 -1.0
-82.50 143.52 80.14 5.74966e-09 2.87483e-10 1112.15000 -1.0
-81.50 143.52 79.26 5.99273e-09 2.99637e-10 1112.15000 -1.0
-80.50 143.52 78.39 6.29047e-09 3.14523e-10 1112.15000 -1.0
-79.50 143.52 77.50 6.62397e-09 3.31198e-10 1112.15000 -1.0
-78.50 143.52 76.62 6.96505e-09 3.48253e-10 1112.15000 -1.0
-77.50 143.52 75.74 7.24617e-09 3.62308e-10 1112.15000 -1.0
-76.50 143.52 74.85 7.55173e-09 3.77587e-10 1112.15000 -1.0
-75.50 143.52 73.97 7.76608e-09 3.88304e-10 1112.15000 -1.0
-74.50 143.52 73.08 7.99296e-09 3.99648e-10 1112.15000 -1.0
-73.50 143.52 72.19 8.18811e-09 4.09406e-10 1112.15000 -1.0
-72.50 143.52 71.30 8.42887e-09 4.21444e-10 1112.15000 -1.0
-71.50 143.52 70.40 8.66179e-09 4.33090e-10 1112.15000 -1.0
-70.50 143.52 69.50 8.92809e-09 4.46404e-10 1112.15000 -1.0
-69.50 143.52 68.61 9.13267e-09 4.56634e-10 1112.15000 -1.0
-68.50 143.52 67.70 9.36788e-09 4.68394e-10 1112.15000 -1.0
-67.50 143.52 66.80 9.58740e-09 4.79370e-10 1112.15000 -1.0
-66.50 143.52 65.89 9.78690e-09 4.89345e-10 1112.15000 -1.0
-65.50 143.52 64.98 1.00396e-08 5.01982e-10 1112.15000 -1.0
-64.50 143.52 64.07 1.01779e-08 5.08893e-10 1112.15000 -1.0
-63.50 143.52 63.15 1.02223e-08 5.11116e-10 1112.15000 -1.0
-62.50 143.52 62.23 1.02622e-08 5.13109e-10 1112.15000 -1.0
-61.50 143.52 61.31 1.02791e-08 5.13954e-10 1112.15000 -1.0
-60.50 143.52 60.39 1.04586e-08 5.22928e-10 1112.15000 -1.0
-59.50 143.52 59.46 1.06373e-08 5.31867e-10 1112.15000 -1.0
-58.50 143.52 58.52 1.07679e-08 5.38396e-10 1112.15000 -1.0
-57.50 143.52 57.59 1.07332e-08 5.36661e-10 1112.15000 -1.0
-56.50 143.52 56.65 1.07273e-08 5.36367e-10 1112.15000 -1.0
-55.50 143.52 55.70 1.09220e-08 5.46098e-10 1112.15000 -1.0
-54.50 143.52 54.76 1.11642e-08 5.58211e-10 1112.15000 -1.0
-53.50 143.52 53.80 1.14121e-08 5.70604e-10 1112.15000 -1.0
-52.50 143.52 52.85 1.17480e-08 5.87401e-10 1112.15000 -1.0
-51.50 143.52 51.89 1.21332e-08 6.06658e-10 1112.15000 -1.0
-50.50 143.52 50.92 1.23116e-08 6.15580e-10 1112.15000 -1.0
-49.50 143.52 49.96 1.21081e-08 6.05403e-10 1112.15000 -1.0
-48.50 143.52 48.98 1.17127e-08 5.85634e-10 1112.15000 -1.0
-47.50 143.52 48.01 1.13903e-08 5.69517e-10 1112.15000 -1.0
-46.50 143.52 47.02 1.14918e-08 5.74591e-10 1112.15000 -1.0
-45.50 143.52 46.04 1.17966e-08 5.89832e-10 1112.15000 -1.0
-44.50 143.52 45.05 1.22426e-08 6.12132e-10 1112.15000 -1.0
-43.50 143.52 44.05 1.28606e-08 6.43030e-10 1112.15000 -1.0
-42.50 143.52 43.05 1.35079e-08 6.75394e-10 1112.15000 -1.0
-41.50 143.52 42.04 1.36719e-08 6.83593e-10 1112.15000 -1.0
-40.50 143.52 41.03 1.35026e-08 6.75128e-10 1112.15000 -1.0
-39.50 143.52 40.02 1.31996e-08 6.59982e-10 1112.15000 -1.0
-38.50 143.52 39.00 1.25956e-08 6.29778e-10 1112.15000 -1.0
-37.50 143.52 37.98 1.23549e-08 6.17747e-10 1112.15000 -1.0
-36.50 143.52 36.95 1.24859e-08 6.24294e-10 1112.15000 -1.0
-35.50 143.52 35.91 1.30471e-08 6.52354e-10 1112.15000 -1.0
-34.50 143.52 34.88 1.36934e-08 6.84670e-10 1112.15000 -1.0
-33.50 143.52 33.83 1.37732e-08 6.88658e-10 1112.15000 -1.0
-32.50 143.52 32.78 1.40672e-08 7.03358e-10 1112.15000 -1.0
-31.50 143.52 31.73 1.37919e-08 6.89594e-10 1112.15000 -1.0
-30.50 143.52 30.68 1.35678e-08 6.78390e-10 1112.15000 -1.0
-29.50 143.52 29.61 1.35416e-08 6.77081e-10 1112.15000 -1.0
-28.50 143.52 28.55 1.39286e-08 6.96428e-10 1112.15000 -1.0
-27.50 143.52 27.48 1.43521e-08 7.17604e-10 1112.15000 -1.0
-26.50 143.52 26.40 1.51040e-08 7.55198e-10 1112.15000 -1.0
-25.50 143.52 25.32 1.56325e-08 7.81625e-10 1112.15000 -1.0
-24.50 143.52 24.24 1.59485e-08 7.97424e-10 1112.15000 -1.0
-23.50 143.52 23.15 1.62613e-08 8.13067e-10 1112.15000 -1.0
-22.50 143.52 22.06 1.57850e-08 7.89252e-10 1112.15000 -1.0
-21.50 143.52 20.96 1.46714e-08 7.33572e-10 1112.15000 -1.0
-20.50 143.52 19.86 1.38085e-08 6.90425e-10 1112.15000 -1.0
-19.50 143.52 18.76 1.33927e-08 6.69634e-10 1112.15000 -1.0
-18.50 143.52 17.65 1.36932e-08 6.84659e-10 1112.15000 -1.0
-17.50 143.52 16.54 1.50266e-08 7.51329e-10 1112.15000 -1.0
-16.50 143.52 15.42 1.69994e-08 8.49968e-10 1112.15000 -1.0
-15.50 143.52 14.31 1.84927e-08 9.24635e-10 1112.15000 -1.0
-14.50 143.52 13.19 1.86282e-08 9.31410e-10 1112.15000 -1.0
-13.50 143.52 12.06 1.81406e-08 9.07031e-10 1112.15000 -1.0
-12.50 143.52 10.94 1.78547e-08 8.92734e-10 1112.15000 -1.0
-11.50 143.52 9.81 1.76598e-08 8.82988e-10 1112.15000 -1.0
-10.50 143.52 8.68 1.72627e-08 8.63134e-10 1112.15000 -1.0
-9.50 143.52 7.54 1.72254e-08 8.61271e-10 1112.15000 -1.0
-8.50 143.52 6.41 1.83223e-08 9.16116e-10 1112.15000 -1.0
-7.50 143.52 5.27 1.92514e-08 9.62572e-10 1112.15000 -1.0
-6.50 143.52 4.13 1.80453e-08 9.02263e-10 1112.15000 -1.0
-5.50 143.52 2.99 1.60907e-08 8.04534e-10 1112.15000 -1.0
-4.50 143.52 1.85 1.50585e-08 7.52926e-10 1112.15000 -1.0
-3.50 143.52 0.71 1.47615e-08 7.38077e-10 1112.15000 -1.0
-2.50 143.52 0.14 1.46865e-08 7.34327e-10 1112.15000 -1.0
-1.50 143.52 1.00 1.46515e-08 7.32573e-10 1112.15000 -1.0
-0.50 143.52 2.15 1.44576e-08 7.22881e-10 1112.15000 -1.0
0.50 143.52 3.86 1.39146e-08 6.95731e-10 1112.15000 -1.0
1.50 143.52 4.43 1.35608e-08 6.78039e-10 1112.15000 -1.0
2.50 143.52 5.58 1.31263e-08 6.56314e-10 1112.15000 -1.0
3.50 143.52 6.72 1.30323e-08 6.51616e-10 1112.15000 -1.0
4.50 143.52 7.86 1.36548e-08 6.82742e-10 1112.15000 -1.0
5.50 143.52 9.00 1.48603e-08 7.43017e-10 1112.15000 -1.0
6.50 143.52 10.14 1.65889e-08 8.29446e-10 1112.15000 -1.0
7.50 143.52 11.28 1.88345e-08 9.41724e-10 1112.15000 -1.0
8.50 143.52 12.42 2.07820e-08 1.03910e-09 1112.15000 -1.0
9.50 143.52 13.56 2.18187e-08 1.09093e-09 1112.15000 -1.0
10.50 143.52 14.69 2.15635e-08 1.07818e-09 1112.15000 -1.0
11.50 143.52 15.82 2.09926e-08 1.04963e-09 1112.15000 -1.0
12.50 143.52 16.95 2.03032e-08 1.01516e-09 1112.15000 -1.0
