# LAT    LCM    MU    RAD    ERROR    NU    VIEW
-89.50 132.18 86.27 3.64772e-09 1.82386e-10 1163.07550 -1.0
-88.50 132.18 85.40 3.67474e-09 1.83737e-10 1163.07550 -1.0
-87.50 132.18 84.52 3.78736e-09 1.89368e-10 1163.07550 -1.0
-86.50 132.18 83.65 3.89398e-09 1.94699e-10 1163.07550 -1.0
-85.50 132.18 82.77 4.14771e-09 2.07386e-10 1163.07550 -1.0
-84.50 132.18 81.90 4.35687e-09 2.17844e-10 1163.07550 -1.0
-83.50 132.18 81.02 4.58060e-09 2.29030e-10 1163.07550 -1.0
-82.50 132.18 80.14 4.80115e-09 2.40057e-10 1163.07550 -1.0
-81.50 132.18 79.26 4.99686e-09 2.49843e-10 1163.07550 -1.0
-80.50 132.18 78.39 5.24244e-09 2.62122e-10 1163.07550 -1.0
-79.50 132.18 77.50 5.51713e-09 2.75856e-10 1163.07550 -1.0
-78.50 132.18 76.62 5.80817e-09 2.90408e-10 1163.07550 -1.0
-77.50 132.18 75.74 6.08208e-09 3.04104e-10 1163.07550 -1.0
-76.50 132.18 74.85 6.34143e-09 3.17071e-10 1163.07550 -1.0
-75.50 132.18 73.97 6.58414e-09 3.29207e-10 1163.07550 -1.0
-74.50 132.18 73.08 6.81132e-09 3.40566e-10 1163.07550 -1.0
-73.50 132.18 72.19 7.03081e-09 3.51541e-10 1163.07550 -1.0
-72.50 132.18 71.30 7.23289e-09 3.61644e-10 1163.07550 -1.0
-71.50 132.18 70.40 7.44160e-09 3.72080e-10 1163.07550 -1.0
-70.50 132.18 69.50 7.65359e-09 3.82679e-10 1163.07550 -1.0
-69.50 132.18 68.61 7.86442e-09 3.93221e-10 1163.07550 -1.0
-68.50 132.18 67.70 8.08850e-09 4.04425e-10 1163.07550 -1.0
-67.50 132.18 66.80 8.32521e-09 4.16260e-10 1163.07550 -1.0
-66.50 132.18 65.89 8.57417e-09 4.28708e-10 1163.07550 -1.0
-65.50 132.18 64.98 8.81911e-09 4.40956e-10 1163.07550 -1.0
-64.50 132.18 64.07 9.02488e-09 4.51244e-10 1163.07550 -1.0
-63.50 132.18 63.15 9.15001e-09 4.57500e-10 1163.07550 -1.0
-62.50 132.18 62.23 9.21456e-09 4.60728e-10 1163.07550 -1.0
-61.50 132.18 61.31 9.29321e-09 4.64661e-10 1163.07550 -1.0
-60.50 132.18 60.39 9.39552e-09 4.69776e-10 1163.07550 -1.0
-59.50 132.18 59.46 9.53795e-09 4.76898e-10 1163.07550 -1.0
-58.50 132.18 58.52 9.64708e-09 4.82354e-10 1163.07550 -1.0
-57.50 132.18 57.59 9.63031e-09 4.81516e-10 1163.07550 -1.0
-56.50 132.18 56.65 9.57903e-09 4.78951e-10 1163.07550 -1.0
-55.50 132.18 55.70 9.71159e-09 4.85579e-10 1163.07550 -1.0
-54.50 132.18 54.76 9.95496e-09 4.97748e-10 1163.07550 -1.0
-53.50 132.18 53.80 1.02491e-08 5.12453e-10 1163.07550 -1.0
-52.50 132.18 52.85 1.06008e-08 5.30041e-10 1163.07550 -1.0
-51.50 132.18 51.89 1.09587e-08 5.47937e-10 1163.07550 -1.0
-50.50 132.18 50.92 1.11706e-08 5.58530e-10 1163.07550 -1.0
-49.50 132.18 49.96 1.09683e-08 5.48414e-10 1163.07550 -1.0
-48.50 132.18 48.98 1.04130e-08 5.20649e-10 1163.07550 -1.0
-47.50 132.18 48.01 9.78216e-09 4.89108e-10 1163.07550 -1.0
-46.50 132.18 47.02 9.54134e-09 4.77067e-10 1163.07550 -1.0
-45.50 132.18 46.04 9.73056e-09 4.86528e-10 1163.07550 -1.0
-44.50 132.18 45.05 1.02599e-08 5.12993e-10 1163.07550 -1.0
-43.50 132.18 44.05 1.10511e-08 5.52557e-10 1163.07550 -1.0
-42.50 132.18 43.05 1.20546e-08 6.02728e-10 1163.07550 -1.0
-41.50 132.18 42.04 1.28146e-08 6.40730e-10 1163.07550 -1.0
-40.50 132.18 41.04 1.31663e-08 6.58315e-10 1163.07550 -1.0
-39.50 132.18 40.02 1.33107e-08 6.65535e-10 1163.07550 -1.0
-38.50 132.18 39.00 1.31309e-08 6.56547e-10 1163.07550 -1.0
-37.50 132.18 37.98 1.29126e-08 6.45632e-10 1163.07550 -1.0
-36.50 132.18 36.95 1.27733e-08 6.38663e-10 1163.07550 -1.0
-35.50 132.18 35.91 1.29787e-08 6.48934e-10 1163.07550 -1.0
-34.50 132.18 34.88 1.33818e-08 6.69092e-10 1163.07550 -1.0
-33.50 132.18 33.83 1.36454e-08 6.82269e-10 1163.07550 -1.0
-32.50 132.18 32.79 1.38865e-08 6.94325e-10 1163.07550 -1.0
-31.50 132.18 31.73 1.37456e-08 6.87281e-10 1163.07550 -1.0
-30.50 132.18 30.68 1.26661e-08 6.33306e-10 1163.07550 -1.0
-29.50 132.18 29.61 1.13245e-08 5.66226e-10 1163.07550 -1.0
-28.50 132.18 28.55 1.12533e-08 5.62664e-10 1163.07550 -1.0
-27.50 132.18 27.48 1.18057e-08 5.90287e-10 1163.07550 -1.0
-26.50 132.18 26.40 1.22808e-08 6.14038e-10 1163.07550 -1.0
