# LAT    LCM    MU    RAD    ERROR    NU    VIEW
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
-14.50 313.47 13.19 2.14008e-08 1.07004e-09 1012.52000 1.0
-13.50 313.47 12.07 2.16023e-08 1.08012e-09 1012.52000 1.0
-12.50 313.47 10.94 2.11046e-08 1.05523e-09 1012.52000 1.0
-11.50 313.47 9.81 2.04954e-08 1.02477e-09 1012.52000 1.0
-10.50 313.47 8.68 2.00517e-08 1.00259e-09 1012.52000 1.0
-9.50 313.47 7.55 2.01072e-08 1.00536e-09 1012.52000 1.0
-8.50 313.47 6.41 2.06053e-08 1.03026e-09 1012.52000 1.0
-7.50 313.47 5.28 2.05571e-08 1.02786e-09 1012.52000 1.0
-6.50 313.47 4.14 1.92006e-08 9.60028e-10 1012.52000 1.0
-5.50 313.47 3.00 1.79466e-08 8.97328e-10 1012.52000 1.0
-4.50 313.47 1.86 1.73370e-08 8.66851e-10 1012.52000 1.0
-3.50 313.47 0.72 1.71010e-08 8.55052e-10 1012.52000 1.0
-2.50 313.47 0.15 1.69530e-08 8.47648e-10 1012.52000 1.0
-1.50 313.47 1.00 1.69437e-08 8.47183e-10 1012.52000 1.0
-0.50 313.47 2.14 1.69118e-08 8.45589e-10 1012.52000 1.0
0.50 313.47 3.86 1.67768e-08 8.38838e-10 1012.52000 1.0
1.50 313.47 4.43 1.66926e-08 8.34631e-10 1012.52000 1.0
2.50 313.47 5.57 1.65027e-08 8.25136e-10 1012.52000 1.0
3.50 313.47 6.71 1.64040e-08 8.20200e-10 1012.52000 1.0
4.50 313.47 7.86 1.65710e-08 8.28549e-10 1012.52000 1.0
5.50 313.47 9.00 1.70851e-08 8.54255e-10 1012.52000 1.0
6.50 313.47 10.14 1.82230e-08 9.11149e-10 1012.52000 1.0
7.50 313.47 11.28 2.00751e-08 1.00375e-09 1012.52000 1.0
8.50 313.47 12.42 2.22121e-08 1.11060e-09 1012.52000 1.0
9.50 313.47 13.55 2.42609e-08 1.21305e-09 1012.52000 1.0
10.50 313.47 14.69 2.54547e-08 1.27273e-09 1012.52000 1.0
11.50 313.47 15.82 2.58840e-08 1.29420e-09 1012.52000 1.0
12.50 313.47 16.95 2.57056e-08 1.28528e-09 1012.52000 1.0
13.50 313.47 18.07 2.51249e-08 1.25625e-09 1012.52000 1.0
14.50 313.47 19.20 2.40115e-08 1.20058e-09 1012.52000 1.0
15.50 313.47 20.32 2.22827e-08 1.11414e-09 1012.52000 1.0
16.50 313.47 21.44 2.01464e-08 1.00732e-09 1012.52000 1.0
17.50 313.47 22.56 1.82241e-08 9.11205e-10 1012.52000 1.0
18.50 313.47 23.67 1.70764e-08 8.53818e-10 1012.52000 1.0
19.50 313.47 24.78 1.66920e-08 8.34602e-10 1012.52000 1.0
20.50 313.47 25.88 1.69772e-08 8.48860e-10 1012.52000 1.0
21.50 313.47 26.98 1.78461e-08 8.92304e-10 1012.52000 1.0
22.50 313.47 28.08 1.84897e-08 9.24483e-10 1012.52000 1.0
23.50 313.47 29.18 1.77839e-08 8.89193e-10 1012.52000 1.0
24.50 313.47 30.27 1.66966e-08 8.34832e-10 1012.52000 1.0
25.50 313.47 31.35 1.63417e-08 8.17087e-10 1012.52000 1.0
26.50 313.47 32.44 1.63399e-08 8.16997e-10 1012.52000 1.0
27.50 313.47 33.51 1.59497e-08 7.97484e-10 1012.52000 1.0
28.50 313.47 34.59 1.51932e-08 7.59659e-10 1012.52000 1.0
29.50 313.47 35.65 1.47680e-08 7.38399e-10 1012.52000 1.0
30.50 313.47 36.72 1.47525e-08 7.37625e-10 1012.52000 1.0
31.50 313.47 37.78 1.52245e-08 7.61225e-10 1012.52000 1.0
32.50 313.47 38.83 1.58429e-08 7.92147e-10 1012.52000 1.0
33.50 313.47 39.88 1.60904e-08 8.04522e-10 1012.52000 1.0
34.50 313.47 40.93 1.58869e-08 7.94343e-10 1012.52000 1.0
35.50 313.47 41.97 1.51720e-08 7.58598e-10 1012.52000 1.0
36.50 313.47 43.01 1.42699e-08 7.13496e-10 1012.52000 1.0
37.50 313.47 44.04 1.35854e-08 6.79268e-10 1012.52000 1.0
38.50 313.47 45.06 1.35324e-08 6.76619e-10 1012.52000 1.0
