# LAT    LCM    MU    RAD    ERROR    NU    VIEW
-89.50 289.86 86.28 1.58628e-07 7.93141e-09 511.97345 -1.0
-88.50 289.86 85.40 1.57666e-07 7.88332e-09 511.97345 -1.0
-87.50 289.86 84.53 1.59478e-07 7.97389e-09 511.97345 -1.0
-86.50 289.86 83.65 1.63462e-07 8.17309e-09 511.97345 -1.0
-85.50 289.86 82.78 1.70552e-07 8.52761e-09 511.97345 -1.0
-84.50 289.86 81.90 1.77552e-07 8.87760e-09 511.97345 -1.0
-83.50 289.86 81.03 1.84742e-07 9.23708e-09 511.97345 -1.0
-82.50 289.86 80.15 1.90249e-07 9.51246e-09 511.97345 -1.0
-81.50 289.86 79.27 1.96324e-07 9.81622e-09 511.97345 -1.0
-80.50 289.86 78.39 2.02653e-07 1.01326e-08 511.97345 -1.0
-79.50 289.86 77.51 2.09733e-07 1.04866e-08 511.97345 -1.0
-78.50 289.86 76.63 2.16664e-07 1.08332e-08 511.97345 -1.0
-77.50 289.86 75.74 2.23320e-07 1.11660e-08 511.97345 -1.0
-76.50 289.86 74.86 2.28654e-07 1.14327e-08 511.97345 -1.0
-75.50 289.86 73.97 2.33865e-07 1.16932e-08 511.97345 -1.0
-74.50 289.86 73.08 2.38113e-07 1.19056e-08 511.97345 -1.0
-73.50 289.86 72.19 2.41745e-07 1.20873e-08 511.97345 -1.0
-72.50 289.86 71.30 2.45668e-07 1.22834e-08 511.97345 -1.0
-71.50 289.86 70.41 2.49252e-07 1.24626e-08 511.97345 -1.0
-70.50 289.86 69.51 2.53211e-07 1.26605e-08 511.97345 -1.0
-69.50 289.86 68.61 2.57602e-07 1.28801e-08 511.97345 -1.0
-68.50 289.86 67.71 2.62443e-07 1.31222e-08 511.97345 -1.0
-67.50 289.86 66.80 2.67467e-07 1.33733e-08 511.97345 -1.0
-66.50 289.86 65.90 2.73542e-07 1.36771e-08 511.97345 -1.0
-65.50 289.86 64.99 2.79901e-07 1.39950e-08 511.97345 -1.0
-64.50 289.86 64.07 2.87075e-07 1.43537e-08 511.97345 -1.0
-63.50 289.86 63.16 2.92984e-07 1.46492e-08 511.97345 -1.0
-62.50 289.86 62.24 2.98916e-07 1.49458e-08 511.97345 -1.0
-61.50 289.86 61.32 3.05481e-07 1.52740e-08 511.97345 -1.0
-60.50 289.86 60.39 3.12132e-07 1.56066e-08 511.97345 -1.0
-59.50 289.86 59.46 3.17892e-07 1.58946e-08 511.97345 -1.0
-58.50 289.86 58.53 3.20405e-07 1.60203e-08 511.97345 -1.0
-57.50 289.86 57.59 3.19798e-07 1.59899e-08 511.97345 -1.0
-56.50 289.86 56.65 3.19669e-07 1.59835e-08 511.97345 -1.0
-55.50 289.86 55.71 3.21013e-07 1.60507e-08 511.97345 -1.0
-54.50 289.86 54.76 3.23580e-07 1.61790e-08 511.97345 -1.0
-53.50 289.86 53.81 3.26167e-07 1.63083e-08 511.97345 -1.0
-52.50 289.86 52.85 3.29481e-07 1.64740e-08 511.97345 -1.0
-51.50 289.86 51.89 3.34712e-07 1.67356e-08 511.97345 -1.0
-50.50 289.86 50.93 3.38990e-07 1.69495e-08 511.97345 -1.0
-49.50 289.86 49.96 3.39827e-07 1.69914e-08 511.97345 -1.0
-48.50 289.86 48.99 3.39505e-07 1.69752e-08 511.97345 -1.0
-47.50 289.86 48.01 3.40561e-07 1.70281e-08 511.97345 -1.0
