# LAT    LCM    MU    RAD    ERROR    NU    VIEW
-89.50 356.68 86.27 1.08427e-07 5.42135e-09 815.70010 -1.0
-88.50 356.68 85.40 1.08812e-07 5.44060e-09 815.70010 -1.0
-87.50 356.68 84.53 1.09878e-07 5.49388e-09 815.70010 -1.0
-86.50 356.68 83.65 1.11842e-07 5.59210e-09 815.70010 -1.0
-85.50 356.68 82.77 1.16390e-07 5.81948e-09 815.70010 -1.0
-84.50 356.68 81.90 1.19734e-07 5.98671e-09 815.70010 -1.0
-83.50 356.68 81.02 1.22897e-07 6.14484e-09 815.70010 -1.0
-82.50 356.68 80.14 1.25354e-07 6.26772e-09 815.70010 -1.0
-81.50 356.68 79.27 1.27161e-07 6.35805e-09 815.70010 -1.0
-80.50 356.68 78.39 1.28448e-07 6.42241e-09 815.70010 -1.0
-79.50 356.68 77.51 1.29279e-07 6.46396e-09 815.70010 -1.0
-78.50 356.68 76.62 1.29178e-07 6.45891e-09 815.70010 -1.0
-77.50 356.68 75.74 1.27832e-07 6.39162e-09 815.70010 -1.0
-76.50 356.68 74.86 1.26015e-07 6.30077e-09 815.70010 -1.0
-75.50 356.68 73.97 1.23927e-07 6.19633e-09 815.70010 -1.0
-74.50 356.68 73.08 1.21352e-07 6.06762e-09 815.70010 -1.0
-73.50 356.68 72.19 1.17739e-07 5.88697e-09 815.70010 -1.0
-72.50 356.68 71.30 1.13689e-07 5.68443e-09 815.70010 -1.0
-71.50 356.68 70.40 1.10034e-07 5.50170e-09 815.70010 -1.0
-70.50 356.68 69.51 1.06837e-07 5.34184e-09 815.70010 -1.0
-69.50 356.68 68.61 1.03918e-07 5.19591e-09 815.70010 -1.0
-68.50 356.68 67.70 1.01594e-07 5.07968e-09 815.70010 -1.0
-67.50 356.68 66.80 1.00036e-07 5.00179e-09 815.70010 -1.0
-66.50 356.68 65.89 9.85800e-08 4.92900e-09 815.70010 -1.0
-65.50 356.68 64.98 9.70773e-08 4.85387e-09 815.70010 -1.0
-64.50 356.68 64.07 9.43989e-08 4.71995e-09 815.70010 -1.0
-63.50 356.68 63.15 9.18941e-08 4.59471e-09 815.70010 -1.0
-62.50 356.68 62.24 9.00212e-08 4.50106e-09 815.70010 -1.0
-61.50 356.68 61.31 8.91116e-08 4.45558e-09 815.70010 -1.0
-60.50 356.68 60.39 8.86344e-08 4.43172e-09 815.70010 -1.0
-59.50 356.68 59.46 8.85588e-08 4.42794e-09 815.70010 -1.0
-58.50 356.68 58.53 8.79927e-08 4.39963e-09 815.70010 -1.0
-57.50 356.68 57.59 8.70758e-08 4.35379e-09 815.70010 -1.0
-56.50 356.68 56.65 8.58691e-08 4.29346e-09 815.70010 -1.0
-55.50 356.68 55.71 8.52697e-08 4.26349e-09 815.70010 -1.0
-54.50 356.68 54.76 8.52863e-08 4.26432e-09 815.70010 -1.0
-53.50 356.68 53.81 8.53965e-08 4.26983e-09 815.70010 -1.0
-52.50 356.68 52.85 8.56612e-08 4.28306e-09 815.70010 -1.0
-51.50 356.68 51.89 8.61200e-08 4.30600e-09 815.70010 -1.0
-50.50 356.68 50.93 8.63649e-08 4.31825e-09 815.70010 -1.0
-49.50 356.68 49.96 8.59935e-08 4.29968e-09 815.70010 -1.0
-48.50 356.68 48.98 8.51702e-08 4.25851e-09 815.70010 -1.0
-47.50 356.68 48.01 8.42955e-08 4.21478e-09 815.70010 -1.0
-46.50 356.68 47.02 8.41327e-08 4.20664e-09 815.70010 -1.0
-45.50 356.68 46.04 8.43173e-08 4.21587e-09 815.70010 -1.0
-44.50 356.68 45.05 8.48838e-08 4.24419e-09 815.70010 -1.0
-43.50 356.68 44.05 8.53550e-08 4.26775e-09 815.70010 -1.0
-42.50 356.68 43.05 8.57878e-08 4.28939e-09 815.70010 -1.0
-41.50 356.68 42.05 8.56945e-08 4.28472e-09 815.70010 -1.0
-40.50 356.68 41.04 8.52037e-08 4.26018e-09 815.70010 -1.0
-39.50 356.68 40.02 8.38715e-08 4.19358e-09 815.70010 -1.0
-38.50 356.68 39.00 8.24317e-08 4.12158e-09 815.70010 -1.0
-37.50 356.68 37.98 8.18902e-08 4.09451e-09 815.70010 -1.0
-36.50 356.68 36.95 8.20792e-08 4.10396e-09 815.70010 -1.0
-35.50 356.68 35.92 8.31407e-08 4.15703e-09 815.70010 -1.0
-34.50 356.68 34.88 8.43498e-08 4.21749e-09 815.70010 -1.0
-33.50 356.68 33.83 8.41769e-08 4.20885e-09 815.70010 -1.0
-32.50 356.68 32.79 8.41266e-08 4.20633e-09 815.70010 -1.0
-31.50 356.68 31.73 8.40361e-08 4.20180e-09 815.70010 -1.0
-30.50 356.68 30.68 8.34427e-08 4.17213e-09 815.70010 -1.0
-29.50 356.68 29.61 8.36626e-08 4.18313e-09 815.70010 -1.0
-28.50 356.68 28.55 8.50645e-08 4.25323e-09 815.70010 -1.0
-27.50 356.68 27.48 8.68657e-08 4.34328e-09 815.70010 -1.0
-26.50 356.68 26.40 8.80231e-08 4.40115e-09 815.70010 -1.0
-25.50 356.68 25.32 8.84444e-08 4.42222e-09 815.70010 -1.0
-24.50 356.68 24.24 8.83473e-08 4.41736e-09 815.70010 -1.0
-23.50 356.68 23.15 8.56352e-08 4.28176e-09 815.70010 -1.0
-22.50 356.68 22.06 8.28195e-08 4.14098e-09 815.70010 -1.0
-21.50 356.68 20.96 8.17479e-08 4.08740e-09 815.70010 -1.0
-20.50 356.68 19.86 8.15043e-08 4.07522e-09 815.70010 -1.0
-19.50 356.68 18.76 8.23330e-08 4.11665e-09 815.70010 -1.0
-18.50 356.68 17.65 8.45099e-08 4.22549e-09 815.70010 -1.0
-17.50 356.68 16.54 8.84259e-08 4.42130e-09 815.70010 -1.0
-16.50 356.68 15.43 9.34850e-08 4.67425e-09 815.70010 -1.0
-15.50 356.68 14.31 9.76762e-08 4.88381e-09 815.70010 -1.0
-14.50 356.68 13.19 9.93247e-08 4.96623e-09 815.70010 -1.0
-13.50 356.68 12.06 9.87232e-08 4.93616e-09 815.70010 -1.0
-12.50 356.68 10.94 9.75321e-08 4.87660e-09 815.70010 -1.0
-11.50 356.68 9.81 9.62799e-08 4.81399e-09 815.70010 -1.0
-10.50 356.68 8.68 9.55658e-08 4.77829e-09 815.70010 -1.0
-9.50 356.68 7.55 9.48385e-08 4.74193e-09 815.70010 -1.0
-8.50 356.68 6.41 9.49465e-08 4.74733e-09 815.70010 -1.0
-7.50 356.68 5.28 9.48823e-08 4.74412e-09 815.70010 -1.0
-6.50 356.68 4.14 9.25425e-08 4.62712e-09 815.70010 -1.0
-5.50 356.68 3.00 8.96138e-08 4.48069e-09 815.70010 -1.0
-4.50 356.68 1.86 8.82064e-08 4.41032e-09 815.70010 -1.0
-3.50 356.68 0.73 8.80391e-08 4.40196e-09 815.70010 -1.0
-2.50 356.68 0.23 8.85829e-08 4.42914e-09 815.70010 -1.0
-1.50 356.68 1.02 8.91738e-08 4.45869e-09 815.70010 -1.0
-0.50 356.68 2.15 8.92663e-08 4.46332e-09 815.70010 -1.0
0.50 356.68 3.86 8.88393e-08 4.44196e-09 815.70010 -1.0
1.50 356.68 4.44 8.83061e-08 4.41530e-09 815.70010 -1.0
2.50 356.68 5.58 8.74014e-08 4.37007e-09 815.70010 -1.0
3.50 356.68 6.72 8.62154e-08 4.31077e-09 815.70010 -1.0
4.50 356.68 7.86 8.53677e-08 4.26839e-09 815.70010 -1.0
5.50 356.68 9.00 8.46471e-08 4.23235e-09 815.70010 -1.0
6.50 356.68 10.14 8.41190e-08 4.20595e-09 815.70010 -1.0
7.50 356.68 11.28 8.07775e-08 4.03888e-09 815.70010 -1.0
8.50 356.68 12.63 8.14250e-08 4.07125e-09 815.70010 -1.0
9.50 356.68 15.83 8.36990e-08 4.18495e-09 815.70010 -1.0
10.50 356.68 15.81 7.67208e-08 3.83604e-09 815.70010 -1.0
11.50 356.68 15.82 6.56218e-08 3.28109e-09 815.70010 -1.0
12.50 356.68 16.95 6.40291e-08 3.20145e-09 815.70010 -1.0
13.50 356.68 18.08 6.25856e-08 3.12928e-09 815.70010 -1.0
14.50 356.68 19.20 5.99460e-08 2.99730e-09 815.70010 -1.0
15.50 356.68 20.32 5.45065e-08 2.72532e-09 815.70010 -1.0
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
 nan   nan  nan      nan      nan      nan nan
